FPR,TPR
0.0,0.0
0.0,0.007142857142857143
0.012987012987012988,0.007142857142857143
0.012987012987012988,0.03571428571428571
0.025974025974025976,0.03571428571428571
0.032467532467532464,0.05714285714285714
0.045454545454545456,0.05714285714285714
0.045454545454545456,0.06428571428571428
0.045454545454545456,0.09285714285714286
0.05194805194805195,0.09285714285714286
0.05194805194805195,0.10714285714285714
0.06493506493506493,0.10714285714285714
0.07142857142857142,0.10714285714285714
0.07142857142857142,0.11428571428571428
0.07792207792207792,0.11428571428571428
0.08441558441558442,0.12142857142857143
0.1038961038961039,0.12142857142857143
0.1038961038961039,0.1357142857142857
0.11038961038961038,0.14285714285714285
0.12337662337662338,0.14285714285714285
0.12987012987012986,0.15
0.14285714285714285,0.15
0.14285714285714285,0.16428571428571428
0.14285714285714285,0.17142857142857143
0.15584415584415584,0.17142857142857143
0.16883116883116883,0.18571428571428572
0.17532467532467533,0.18571428571428572
0.17532467532467533,0.19285714285714287
0.18181818181818182,0.2
0.19480519480519481,0.2
0.2012987012987013,0.2
0.2077922077922078,0.20714285714285716
0.22077922077922077,0.20714285714285716
0.23376623376623376,0.20714285714285716
0.24025974025974026,0.20714285714285716
0.2532467532467532,0.20714285714285716
0.2597402597402597,0.21428571428571427
0.2662337662337662,0.21428571428571427
0.2662337662337662,0.22857142857142856
0.2662337662337662,0.25
0.2662337662337662,0.2571428571428571
0.2662337662337662,0.2714285714285714
0.2662337662337662,0.2785714285714286
0.2727272727272727,0.2785714285714286
0.2727272727272727,0.2857142857142857
0.2857142857142857,0.2857142857142857
0.2857142857142857,0.3
0.3051948051948052,0.3
0.3181818181818182,0.3
0.3246753246753247,0.30714285714285716
0.33116883116883117,0.30714285714285716
0.34415584415584416,0.3142857142857143
0.34415584415584416,0.32142857142857145
0.35714285714285715,0.32142857142857145
0.35714285714285715,0.3357142857142857
0.35714285714285715,0.34285714285714286
0.37012987012987014,0.34285714285714286
0.37012987012987014,0.35
0.38961038961038963,0.35
0.4025974025974026,0.36428571428571427
0.4090909090909091,0.37142857142857144
0.4155844155844156,0.37142857142857144
0.42207792207792205,0.37857142857142856
0.42207792207792205,0.38571428571428573
0.43506493506493504,0.39285714285714285
0.44155844155844154,0.40714285714285714
0.44805194805194803,0.4142857142857143
0.474025974025974,0.4142857142857143
0.474025974025974,0.42857142857142855
0.4805194805194805,0.4357142857142857
0.4935064935064935,0.4357142857142857
0.5,0.4357142857142857
0.512987012987013,0.45
0.525974025974026,0.45
0.5454545454545454,0.45
0.5454545454545454,0.45714285714285713
0.5584415584415584,0.4642857142857143
0.5844155844155844,0.4642857142857143
0.5909090909090909,0.4642857142857143
0.5909090909090909,0.4714285714285714
0.6038961038961039,0.4714285714285714
0.6103896103896104,0.4785714285714286
0.6298701298701299,0.4785714285714286
0.6363636363636364,0.4785714285714286
0.6558441558441559,0.5
0.6688311688311688,0.5
0.6753246753246753,0.5071428571428571
0.6753246753246753,0.5142857142857142
0.6753246753246753,0.5357142857142857
0.6948051948051948,0.5571428571428572
0.6948051948051948,0.5714285714285714
0.7077922077922078,0.5714285714285714
0.7207792207792207,0.5714285714285714
0.7207792207792207,0.5857142857142857
0.7207792207792207,0.6
0.7272727272727273,0.6
0.7402597402597403,0.6142857142857143
0.7532467532467533,0.6142857142857143
0.7662337662337663,0.6214285714285714
0.7857142857142857,0.6357142857142857
0.7987012987012987,0.6357142857142857
0.8051948051948052,0.6357142857142857
0.8116883116883117,0.65
0.8181818181818182,0.65
0.8246753246753247,0.6642857142857143
0.8246753246753247,0.6785714285714286
0.8376623376623377,0.6785714285714286
0.8376623376623377,0.6857142857142857
0.8506493506493507,0.6857142857142857
0.8636363636363636,0.6928571428571428
0.8636363636363636,0.7071428571428572
0.8701298701298701,0.7071428571428572
0.8766233766233766,0.7142857142857143
0.8766233766233766,0.7214285714285714
0.8831168831168831,0.7357142857142858
0.8831168831168831,0.7642857142857142
0.8896103896103896,0.7642857142857142
0.9025974025974026,0.7785714285714286
0.9025974025974026,0.7928571428571428
0.9090909090909091,0.7928571428571428
0.922077922077922,0.8071428571428572
0.922077922077922,0.8214285714285714
0.922077922077922,0.8285714285714286
0.922077922077922,0.8714285714285714
0.9285714285714286,0.8785714285714286
0.935064935064935,0.8785714285714286
0.935064935064935,0.8857142857142857
0.9415584415584416,0.8928571428571429
0.9415584415584416,0.9071428571428571
0.948051948051948,0.9071428571428571
0.961038961038961,0.9142857142857143
0.961038961038961,0.9214285714285714
0.961038961038961,0.9357142857142857
0.974025974025974,0.9428571428571428
0.9805194805194806,0.9428571428571428
0.987012987012987,0.95
0.987012987012987,0.9714285714285714
0.9935064935064936,0.9714285714285714
1.0,0.9785714285714285
1.0,1.0
