sample_id	project	instrument	geo_loc_name	region	seq_region	sample_type
ERS658658	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658659	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658660	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658661	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658662	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658663	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658664	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658665	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658666	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658667	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658668	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658669	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658670	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658671	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658672	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658673	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658674	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658675	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658676	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658677	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658678	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658679	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658680	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658681	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658682	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658683	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658684	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658685	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658686	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658687	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658688	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658689	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658690	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658691	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658692	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658693	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658694	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658695	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658696	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658697	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658698	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658699	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658700	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658701	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658702	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658703	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658704	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658705	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658706	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658707	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658708	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658709	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658710	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658711	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658712	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658713	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658714	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658715	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658716	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658717	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658718	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658719	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658720	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658721	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658722	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658723	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658724	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658725	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658726	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658727	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658728	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658729	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658730	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658731	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658732	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658733	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658734	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658735	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658736	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658737	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658738	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658739	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658740	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658741	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658742	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658743	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658744	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658745	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658747	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658748	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658749	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658750	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658751	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658752	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658753	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658754	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658755	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658756	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658757	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658758	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658759	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658760	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658761	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658762	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658763	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658764	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658765	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658766	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658767	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658768	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658769	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658770	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658771	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658772	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658773	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658774	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658775	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658776	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658777	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658778	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658780	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658781	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658782	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658783	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658784	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658785	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658786	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658787	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658788	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658789	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658790	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658791	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658792	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658793	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658794	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658795	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658796	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658797	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658798	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658799	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658801	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658803	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658804	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658805	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658806	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658807	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658808	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658809	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658810	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658811	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658812	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658813	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658814	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658815	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658816	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658817	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658818	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658819	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658820	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658821	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658822	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658823	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658824	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658825	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658826	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658827	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658828	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658829	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658830	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658832	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658833	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658834	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658835	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658836	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658837	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658838	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658839	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658840	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658841	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658842	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658843	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658844	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658845	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658846	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658847	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658848	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658849	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658851	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658852	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658853	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658854	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658855	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658856	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658857	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658858	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658859	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658860	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658861	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658862	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658863	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658864	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658865	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658866	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658867	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658868	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658869	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658870	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658871	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658872	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658873	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658874	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658875	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658876	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658877	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658878	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658879	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658880	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658881	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658882	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658883	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658884	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658885	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658886	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658887	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658888	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658889	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658890	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658891	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658892	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658893	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658894	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658895	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658896	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658897	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658898	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658899	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658900	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658901	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658902	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658903	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658904	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658905	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658906	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658907	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658908	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658909	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658910	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658912	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658913	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658914	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658915	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658916	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658917	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658918	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658919	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658921	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658922	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658923	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658924	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658925	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658926	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658927	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658928	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658929	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658931	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658932	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658933	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658934	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658935	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658936	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658937	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658938	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658939	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658940	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658941	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658942	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658943	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658944	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658945	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658946	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658947	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658948	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658949	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658950	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658951	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658952	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658953	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658954	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658955	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658956	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658957	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658958	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658959	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658960	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658961	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658962	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658963	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658964	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658965	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658966	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658967	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658968	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658969	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658970	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658971	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658972	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658973	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658974	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658975	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
ERS658976	PRJEB8463	Illumina HiSeq 1500	canada	Europe and Northern America	V3	stool
