sample_id	project	instrument	geo_loc_name	region	seq_region	sample_type
ERS1427921	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427922	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427923	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427924	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427925	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427926	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427927	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427928	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427929	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427930	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427931	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427932	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427933	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427934	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427935	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427936	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427937	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427938	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427939	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427940	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427941	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427942	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427943	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427944	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427945	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427946	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427947	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427948	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427949	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427950	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427951	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427952	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427953	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427954	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427955	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427956	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427957	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427958	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427959	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427960	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427961	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427962	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427963	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427964	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427965	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427966	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427967	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427968	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427969	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427970	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427971	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427972	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427973	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427974	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427975	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427976	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427977	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427978	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427979	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427980	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427981	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427982	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427983	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427984	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427985	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427986	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427987	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427988	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427989	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427990	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427991	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427992	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427993	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427994	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427995	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427996	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427997	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427998	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1427999	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428000	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428001	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428002	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428003	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428004	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428005	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428006	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428007	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428008	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428009	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428010	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428011	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428012	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428013	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428014	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428015	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428016	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428017	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428018	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428019	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428020	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428021	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428022	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428023	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428024	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428025	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428026	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428027	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428028	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428029	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428030	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428031	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428032	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428033	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428034	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428035	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428036	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428037	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428038	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428039	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428040	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428041	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1428042	PRJEB17613	Illumina MiSeq		unknown		stool
ERS1462856	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462857	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462858	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462859	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462860	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462861	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462862	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462863	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462864	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462865	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462866	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462867	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462869	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462870	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462871	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462872	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462873	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462874	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462875	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462876	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462877	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462878	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462879	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462880	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462881	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462882	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462883	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462884	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462885	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462886	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462887	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462888	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462889	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462890	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462891	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462892	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462893	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462894	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462895	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462896	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462897	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462898	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462899	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462900	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462901	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462902	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462903	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462904	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462905	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462906	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462907	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462908	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462909	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462910	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462911	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462912	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462913	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462914	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462915	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462916	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462917	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462918	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462919	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462920	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462921	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462922	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462923	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462924	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462925	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462926	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462927	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462928	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462929	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462930	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462931	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462932	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462933	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462934	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462935	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462936	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462937	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462938	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462939	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462940	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462941	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462942	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462943	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462944	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462945	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462946	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462947	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462948	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462949	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462950	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462951	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1462953	PRJEB17860	Illumina MiSeq	bangladesh	Central and Southern Asia	V4	stool
ERS1478527	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478528	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478529	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478530	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478531	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478532	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478533	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478534	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478535	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478536	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478537	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478538	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478539	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478540	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478541	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478542	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478543	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478544	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478545	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478546	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478547	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478548	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478549	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478550	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478551	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478552	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478553	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478554	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478555	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478556	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478557	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478558	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478559	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478560	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478561	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478562	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478563	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478564	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478565	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478566	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478567	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478568	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478569	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478570	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478571	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478572	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478573	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478574	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478575	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478576	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478577	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478578	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478579	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478580	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478581	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478582	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478583	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478584	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478585	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478586	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478587	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478588	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478589	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478590	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478591	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478592	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478593	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478594	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478595	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478596	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478597	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478598	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478599	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478600	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478601	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478602	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478603	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478604	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478605	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478606	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478607	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478608	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478609	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478610	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478611	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478612	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478613	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478614	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478615	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478616	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478617	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478618	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478619	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478620	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478621	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478622	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478623	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478624	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478625	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478626	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478627	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478628	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478629	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478630	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478631	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478632	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478633	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478634	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478635	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478636	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478637	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478638	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478639	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478640	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478641	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478642	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478643	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478644	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478645	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478646	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478647	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478648	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478649	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478650	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478651	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478652	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478653	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478654	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
ERS1478655	PRJEB15481	Illumina MiSeq	usa	Europe and Northern America	V4	stool
