FPR,TPR
0.0,0.0
0.0,0.005208333333333333
0.0,0.036458333333333336
0.03125,0.036458333333333336
0.03125,0.171875
0.041666666666666664,0.171875
0.041666666666666664,0.19270833333333334
0.052083333333333336,0.19270833333333334
0.052083333333333336,0.2552083333333333
0.0625,0.2552083333333333
0.0625,0.296875
0.08333333333333333,0.296875
0.08333333333333333,0.3020833333333333
0.09375,0.3020833333333333
0.09375,0.3177083333333333
0.10416666666666667,0.3177083333333333
0.10416666666666667,0.390625
0.11458333333333333,0.390625
0.11458333333333333,0.4270833333333333
0.125,0.4270833333333333
0.125,0.4375
0.14583333333333334,0.4375
0.14583333333333334,0.46875
0.15625,0.46875
0.15625,0.4791666666666667
0.17708333333333334,0.4791666666666667
0.17708333333333334,0.5052083333333334
0.19791666666666666,0.5052083333333334
0.19791666666666666,0.5416666666666666
0.20833333333333334,0.5416666666666666
0.20833333333333334,0.546875
0.21875,0.546875
0.21875,0.5677083333333334
0.22916666666666666,0.5677083333333334
0.22916666666666666,0.578125
0.23958333333333334,0.578125
0.23958333333333334,0.5989583333333334
0.25,0.5989583333333334
0.25,0.625
0.2708333333333333,0.625
0.2708333333333333,0.6302083333333334
0.2916666666666667,0.6302083333333334
0.2916666666666667,0.6458333333333334
0.3020833333333333,0.6458333333333334
0.3020833333333333,0.65625
0.3125,0.65625
0.3125,0.6614583333333334
0.3229166666666667,0.6614583333333334
0.3229166666666667,0.671875
0.3333333333333333,0.671875
0.3333333333333333,0.6770833333333334
0.34375,0.6770833333333334
0.34375,0.7291666666666666
0.3541666666666667,0.7291666666666666
0.3541666666666667,0.7395833333333334
0.375,0.7395833333333334
0.375,0.7447916666666666
0.3958333333333333,0.7447916666666666
0.3958333333333333,0.7552083333333334
0.4375,0.7552083333333334
0.4375,0.7708333333333334
0.4583333333333333,0.7708333333333334
0.4583333333333333,0.7760416666666666
0.46875,0.7760416666666666
0.46875,0.78125
0.4791666666666667,0.78125
0.4791666666666667,0.796875
0.4895833333333333,0.796875
0.4895833333333333,0.828125
0.5,0.828125
0.5,0.8489583333333334
0.53125,0.8489583333333334
0.53125,0.8541666666666666
0.5625,0.8541666666666666
0.5625,0.8697916666666666
0.5729166666666666,0.8697916666666666
0.5729166666666666,0.8802083333333334
0.625,0.8802083333333334
0.625,0.8854166666666666
0.65625,0.8854166666666666
0.65625,0.9010416666666666
0.6666666666666666,0.9010416666666666
0.6666666666666666,0.9114583333333334
0.71875,0.9114583333333334
0.71875,0.9166666666666666
0.7291666666666666,0.9166666666666666
0.7291666666666666,0.9270833333333334
0.7395833333333334,0.9270833333333334
0.7395833333333334,0.9322916666666666
0.75,0.9322916666666666
0.75,0.9427083333333334
0.7604166666666666,0.9427083333333334
0.7604166666666666,0.9479166666666666
0.7916666666666666,0.9479166666666666
0.7916666666666666,0.953125
0.8333333333333334,0.953125
0.8333333333333334,0.96875
0.84375,0.96875
0.84375,0.984375
0.8958333333333334,0.984375
0.8958333333333334,0.9895833333333334
0.96875,0.9895833333333334
0.96875,0.9947916666666666
0.9791666666666666,0.9947916666666666
0.9791666666666666,1.0
1.0,1.0
