GlobalSpecies0167 12601
GlobalSpecies0168 3855
GlobalSpecies0169 4238
GlobalSpecies0170 28711
GlobalSpecies0171 48029
GlobalSpecies0172 14315
GlobalSpecies0173 34347
GlobalSpecies0174 6165
GlobalSpecies0175 52867
GlobalSpecies0176 31095
GlobalSpecies0177 12839
GlobalSpecies0178 4227
GlobalSpecies0179 17973
GlobalSpecies0180 11956
GlobalSpecies0181 16745
GlobalSpecies0182 10746
GlobalSpecies0183 14505
GlobalSpecies0184 10310
GlobalSpecies0185 50651
GlobalSpecies0186 8301
GlobalSpecies0187 21578
GlobalSpecies0188 7859
GlobalSpecies0189 25053
GlobalSpecies0190 15409
GlobalSpecies0191 4135
GlobalSpecies0192 14559
GlobalSpecies0193 40188
GlobalSpecies0194 13729
GlobalSpecies0195 12611
GlobalSpecies0196 25901
GlobalSpecies0197 29479
GlobalSpecies0198 13413
GlobalSpecies0199 6932
GlobalSpecies0200 7315
GlobalSpecies0201 24256
GlobalSpecies0202 10627
GlobalSpecies0203 11032
GlobalSpecies0204 115728
GlobalSpecies0205 19602
GlobalSpecies0206 11657
GlobalSpecies0207 28492
GlobalSpecies0208 12925
GlobalSpecies0209 26005
GlobalSpecies0210 17798
GlobalSpecies0211 11284
GlobalSpecies0212 29123
GlobalSpecies0213 8884
GlobalSpecies0214 6919
GlobalSpecies0215 6167
GlobalSpecies0216 30738
GlobalSpecies0217 24399
GlobalSpecies0218 8531
GlobalSpecies0219 11595
GlobalSpecies0220 6758
GlobalSpecies0221 3651
GlobalSpecies0222 10772
GlobalSpecies0223 12002
GlobalSpecies0224 42086
GlobalSpecies0225 10721
GlobalSpecies0226 28486
GlobalSpecies0227 15075
GlobalSpecies0228 6052
GlobalSpecies0229 24212
GlobalSpecies0230 68026
GlobalSpecies0231 32138
GlobalSpecies0232 5541
GlobalSpecies0233 8048
GlobalSpecies0234 19244
GlobalSpecies0235 1078
GlobalSpecies0236 26637
GlobalSpecies0237 55411
GlobalSpecies0238 25606
GlobalSpecies0239 2524
GlobalSpecies0240 300
GlobalSpecies0241 5745
GlobalSpecies0242 366
GlobalSpecies0243 53672
GlobalSpecies0244 588
GlobalSpecies0245 27906
GlobalSpecies0246 2777
GlobalSpecies0247 44743
GlobalSpecies0248 2625
GlobalSpecies0249 20767
GlobalSpecies0250 10116
GlobalSpecies0251 12570
GlobalSpecies0252 9124
GlobalSpecies0253 3995
GlobalSpecies0254 7230
GlobalSpecies0255 22609
GlobalSpecies0256 10751
GlobalSpecies0257 2247
GlobalSpecies0258 35253
GlobalSpecies0259 13573
GlobalSpecies0260 2284
GlobalSpecies0261 27154
GlobalSpecies0262 29064
GlobalSpecies0263 7009
GlobalSpecies0264 15434
GlobalSpecies0265 2788
GlobalSpecies0266 13966
GlobalSpecies0267 56277
GlobalSpecies0268 21957
GlobalSpecies0269 5832
GlobalSpecies0270 1127
GlobalSpecies0271 22876
GlobalSpecies0272 23421
GlobalSpecies0273 6874
GlobalSpecies0274 5858
GlobalSpecies0275 20380
GlobalSpecies0276 1633
GlobalSpecies0277 1834
GlobalSpecies0278 9716
GlobalSpecies0279 37156
GlobalSpecies0280 2577
GlobalSpecies0281 41278
GlobalSpecies0282 26201
GlobalSpecies0283 10553
GlobalSpecies0284 5323
GlobalSpecies0285 12401
GlobalSpecies0286 26486
GlobalSpecies0287 10546
GlobalSpecies0288 535
GlobalSpecies0289 2176
GlobalSpecies0290 24565
GlobalSpecies0291 42049
GlobalSpecies0292 3990
GlobalSpecies0293 4174
GlobalSpecies0294 450
GlobalSpecies0295 4134
GlobalSpecies0296 41635
GlobalSpecies0297 1273
GlobalSpecies0298 5030
GlobalSpecies0299 7528
GlobalSpecies0300 26569
GlobalSpecies0301 147
GlobalSpecies0302 8013
GlobalSpecies0303 2400
GlobalSpecies0304 3898
GlobalSpecies0305 1395
GlobalSpecies0306 21243
GlobalSpecies0307 8734
GlobalSpecies0308 3608
GlobalSpecies0309 5280
GlobalSpecies0310 16822
GlobalSpecies0311 7994
GlobalSpecies0312 15167
GlobalSpecies0313 5902
GlobalSpecies0314 5730
GlobalSpecies0315 19514
GlobalSpecies0316 28693
GlobalSpecies0317 8280
GlobalSpecies0318 18638
GlobalSpecies0319 3886
GlobalSpecies0320 7504
GlobalSpecies0321 11951
GlobalSpecies0322 7567
GlobalSpecies0323 5647
GlobalSpecies0324 874
GlobalSpecies0325 11738
GlobalSpecies0326 24919
GlobalSpecies0327 34365
GlobalSpecies0328 14428
GlobalSpecies0329 3815
GlobalSpecies0330 18367
GlobalSpecies0331 3740
GlobalSpecies0332 3421
GlobalSpecies0333 74552
GlobalSpecies0334 9779
GlobalSpecies0335 28639
GlobalSpecies0336 235
GlobalSpecies0337 1728
GlobalSpecies0338 8976
GlobalSpecies0339 27809
GlobalSpecies0340 58603
GlobalSpecies0341 16236
GlobalSpecies0342 3600
GlobalSpecies0343 14164
GlobalSpecies0344 11598
GlobalSpecies0345 49424
GlobalSpecies0346 4453
GlobalSpecies0347 3296
GlobalSpecies0348 47646
GlobalSpecies0349 12784
GlobalSpecies0350 3228
GlobalSpecies0351 15591
GlobalSpecies0352 23764
GlobalSpecies0353 1037
GlobalSpecies0354 6541
GlobalSpecies0355 7421
GlobalSpecies0356 13991
GlobalSpecies0357 17984
GlobalSpecies0358 9620
GlobalSpecies0359 5468
GlobalSpecies0360 37355
GlobalSpecies0361 16029
GlobalSpecies0362 10576
GlobalSpecies0363 12215
GlobalSpecies0364 13568
GlobalSpecies0365 12808
GlobalSpecies0366 26490
GlobalSpecies0367 29870
GlobalSpecies0368 40729
GlobalSpecies0369 54430
GlobalSpecies0370 2899
GlobalSpecies0371 3471
GlobalSpecies0372 4507
GlobalSpecies0373 35682
GlobalSpecies0374 16253
GlobalSpecies0375 14953
GlobalSpecies0376 15819
GlobalSpecies0377 39573
GlobalSpecies0378 13115
GlobalSpecies0379 25166
GlobalSpecies0380 2001
GlobalSpecies0381 18560
GlobalSpecies0382 17325
GlobalSpecies0383 60754
GlobalSpecies0384 9041
GlobalSpecies0385 36145
GlobalSpecies0386 20610
GlobalSpecies0387 3175
GlobalSpecies0388 18694
GlobalSpecies0389 47357
GlobalSpecies0390 568
GlobalSpecies0391 1336
GlobalSpecies0392 14320
GlobalSpecies0393 9421
GlobalSpecies0394 17129
GlobalSpecies0395 20191
GlobalSpecies0396 8039
GlobalSpecies0397 3067
GlobalSpecies0398 32708
GlobalSpecies0399 49297
GlobalSpecies0400 59886
GlobalSpecies0401 17707
GlobalSpecies0402 21939
GlobalSpecies0403 900
GlobalSpecies0404 20731
GlobalSpecies0405 3225
GlobalSpecies0406 75294
GlobalSpecies0407 21369
GlobalSpecies0408 18263
GlobalSpecies0409 8151
GlobalSpecies0410 2107
GlobalSpecies0411 5240
GlobalSpecies0412 6399
GlobalSpecies0413 21102
GlobalSpecies0414 20583
GlobalSpecies0415 4924
GlobalSpecies0416 262
GlobalSpecies0417 20075
GlobalSpecies0418 13713
GlobalSpecies0419 21093
GlobalSpecies0420 3583
GlobalSpecies0421 40630
GlobalSpecies0422 39114
GlobalSpecies0423 19917
GlobalSpecies0424 56840
GlobalSpecies0425 16980
GlobalSpecies0426 13396
GlobalSpecies0427 27582
GlobalSpecies0428 16857
GlobalSpecies0429 19206
GlobalSpecies0430 4574
GlobalSpecies0431 4304
GlobalSpecies0432 26722
GlobalSpecies0433 6030
GlobalSpecies0434 1310
GlobalSpecies0435 21258
GlobalSpecies0436 2679
GlobalSpecies0437 13150
GlobalSpecies0438 2684
GlobalSpecies0439 23428
GlobalSpecies0440 13645
GlobalSpecies0441 11279
GlobalSpecies0442 10912
GlobalSpecies0443 3722
GlobalSpecies0444 3212
GlobalSpecies0445 3015
GlobalSpecies0446 28212
GlobalSpecies0447 4065
GlobalSpecies0448 5504
GlobalSpecies0449 44721
GlobalSpecies0450 326
GlobalSpecies0451 7295
GlobalSpecies0452 51358
GlobalSpecies0453 12187
GlobalSpecies0454 7256
GlobalSpecies0455 18773
GlobalSpecies0456 9568
GlobalSpecies0457 10116
GlobalSpecies0458 18210
GlobalSpecies0459 14667
GlobalSpecies0460 18703
GlobalSpecies0461 27866
GlobalSpecies0462 3473
GlobalSpecies0463 2127
GlobalSpecies0464 26363
GlobalSpecies0465 20621
GlobalSpecies0466 35961
GlobalSpecies0467 11267
GlobalSpecies0468 28704
GlobalSpecies0469 58962
GlobalSpecies0470 25863
GlobalSpecies0471 1718
GlobalSpecies0472 47879
GlobalSpecies0473 1483
GlobalSpecies0474 1089
GlobalSpecies0475 8243
GlobalSpecies0476 5898
GlobalSpecies0477 10416
GlobalSpecies0478 1348
GlobalSpecies0479 356
GlobalSpecies0480 6963
GlobalSpecies0481 43521
GlobalSpecies0482 2685
GlobalSpecies0483 21560
GlobalSpecies0484 11116
GlobalSpecies0485 15700
GlobalSpecies0486 4796
GlobalSpecies0487 48235
GlobalSpecies0488 58276
GlobalSpecies0489 11938
GlobalSpecies0490 17141
GlobalSpecies0491 39519
GlobalSpecies0492 2450
GlobalSpecies0493 3674
GlobalSpecies0494 26531
GlobalSpecies0495 1760
GlobalSpecies0496 6908
GlobalSpecies0497 15837
GlobalSpecies0498 11105
GlobalSpecies0499 7734
GlobalSpecies0500 34115
GlobalSpecies0501 12017
GlobalSpecies0502 3507
GlobalSpecies0503 35126
GlobalSpecies0504 21709
GlobalSpecies0505 13103
GlobalSpecies0506 7528
GlobalSpecies0507 6525
GlobalSpecies0508 46753
GlobalSpecies0509 65840
GlobalSpecies0510 6370
GlobalSpecies0511 3754
GlobalSpecies0512 18687
GlobalSpecies0513 16553
GlobalSpecies0514 10993
GlobalSpecies0515 34146
GlobalSpecies0516 8618
GlobalSpecies0517 2875
GlobalSpecies0518 34757
GlobalSpecies0519 11312
GlobalSpecies0520 9871
GlobalSpecies0521 38688
GlobalSpecies0522 44807
GlobalSpecies0523 1748
GlobalSpecies0524 17964
GlobalSpecies0525 16804
GlobalSpecies0526 41113
GlobalSpecies0527 1723
GlobalSpecies0528 20446
GlobalSpecies0529 6167
GlobalSpecies0530 13986
GlobalSpecies0531 21468
GlobalSpecies0532 19287
GlobalSpecies0533 2244
GlobalSpecies0534 14057
GlobalSpecies0535 27830
GlobalSpecies0536 9810
GlobalSpecies0537 24802
GlobalSpecies0538 17356
GlobalSpecies0539 12593
GlobalSpecies0540 11355
GlobalSpecies0541 4369
GlobalSpecies0542 23430
GlobalSpecies0543 71937
GlobalSpecies0544 9725
GlobalSpecies0545 38189
GlobalSpecies0546 6723
GlobalSpecies0547 12225
GlobalSpecies0548 7243
GlobalSpecies0549 3394
GlobalSpecies0550 18566
GlobalSpecies0551 45
GlobalSpecies0552 23320
GlobalSpecies0553 2293
GlobalSpecies0554 4035
GlobalSpecies0555 968
GlobalSpecies0556 3321
GlobalSpecies0557 29045
GlobalSpecies0558 5963
GlobalSpecies0559 25616
GlobalSpecies0560 18169
GlobalSpecies0561 1854
GlobalSpecies0562 1056
GlobalSpecies0563 4913
GlobalSpecies0564 33323
GlobalSpecies0565 18581
GlobalSpecies0566 284
GlobalSpecies0567 10962
GlobalSpecies0568 16908
GlobalSpecies0569 7512
GlobalSpecies0570 36999
GlobalSpecies0571 27034
GlobalSpecies0572 10766
GlobalSpecies0573 3531
GlobalSpecies0574 56190
GlobalSpecies0575 18043
GlobalSpecies0576 20715
GlobalSpecies0577 14869
GlobalSpecies0578 606
GlobalSpecies0579 26131
GlobalSpecies0580 6702
GlobalSpecies0581 6484
GlobalSpecies0582 21298
GlobalSpecies0583 20934
GlobalSpecies0584 1739
GlobalSpecies0585 7934
GlobalSpecies0586 27354
GlobalSpecies0587 14255
GlobalSpecies0588 9536
GlobalSpecies0589 9497
GlobalSpecies0590 4270
GlobalSpecies0591 587
GlobalSpecies0592 8316
GlobalSpecies0593 2862
GlobalSpecies0594 55533
GlobalSpecies0595 10631
GlobalSpecies0596 13208
GlobalSpecies0597 4791
GlobalSpecies0598 17993
GlobalSpecies0599 7763
GlobalSpecies0600 20015
GlobalSpecies0601 11504
GlobalSpecies0602 27213
GlobalSpecies0603 282
GlobalSpecies0604 21520
GlobalSpecies0605 27938
GlobalSpecies0606 63831
GlobalSpecies0607 9039
GlobalSpecies0608 18617
GlobalSpecies0609 6022
GlobalSpecies0610 24147
GlobalSpecies0611 592
GlobalSpecies0612 869
GlobalSpecies0613 9611
GlobalSpecies0614 2216
GlobalSpecies0615 13680
GlobalSpecies0616 24503
GlobalSpecies0617 2709
GlobalSpecies0618 31830
GlobalSpecies0619 2544
GlobalSpecies0620 13712
GlobalSpecies0621 426
GlobalSpecies0622 18748
GlobalSpecies0623 21532
GlobalSpecies0624 14287
GlobalSpecies0625 24502
GlobalSpecies0626 6250
GlobalSpecies0627 1905
GlobalSpecies0628 15960
GlobalSpecies0629 17452
GlobalSpecies0630 14296
GlobalSpecies0631 1955
GlobalSpecies0632 39349
GlobalSpecies0633 11865
GlobalSpecies0634 64258
GlobalSpecies0635 10576
GlobalSpecies0636 4381
GlobalSpecies0637 23051
GlobalSpecies0638 1709
GlobalSpecies0639 370
GlobalSpecies0640 3138
GlobalSpecies0641 3509
GlobalSpecies0642 10818
GlobalSpecies0643 56411
GlobalSpecies0644 19589
GlobalSpecies0645 15615
GlobalSpecies0646 22416
GlobalSpecies0647 42433
GlobalSpecies0648 16472
GlobalSpecies0649 13904
GlobalSpecies0650 41918
GlobalSpecies0651 10436
GlobalSpecies0652 9794
GlobalSpecies0653 14563
GlobalSpecies0654 13346
GlobalSpecies0655 5728
GlobalSpecies0656 33
GlobalSpecies0657 40640
GlobalSpecies0658 15637
GlobalSpecies0659 28314
GlobalSpecies0660 24211
GlobalSpecies0661 3851
GlobalSpecies0662 28484
GlobalSpecies0663 13430
GlobalSpecies0664 39855
GlobalSpecies0665 6557
GlobalSpecies0666 9800
GlobalSpecies0667 33342
GlobalSpecies0668 2996
GlobalSpecies0669 42510
GlobalSpecies0670 26248
GlobalSpecies0671 2222
GlobalSpecies0672 7759
GlobalSpecies0673 17573
GlobalSpecies0674 5532
GlobalSpecies0675 32787
GlobalSpecies0676 20561
GlobalSpecies0677 19888
GlobalSpecies0678 15720
GlobalSpecies0679 5177
GlobalSpecies0680 12219
GlobalSpecies0681 3280
GlobalSpecies0682 20595
GlobalSpecies0683 17288
GlobalSpecies0684 20286
GlobalSpecies0685 18705
GlobalSpecies0686 29544
GlobalSpecies0687 48921
GlobalSpecies0688 16805
GlobalSpecies0689 25559
GlobalSpecies0690 8994
GlobalSpecies0691 14014
GlobalSpecies0692 17647
GlobalSpecies0693 34961
GlobalSpecies0694 193
GlobalSpecies0695 4047
GlobalSpecies0696 31027
GlobalSpecies0697 21951
GlobalSpecies0698 5322
GlobalSpecies0699 16136
GlobalSpecies0700 50827
GlobalSpecies0701 8559
GlobalSpecies0702 39562
GlobalSpecies0703 19534
GlobalSpecies0704 52347
GlobalSpecies0705 17794
GlobalSpecies0706 8495
GlobalSpecies0707 2367
GlobalSpecies0708 8524
GlobalSpecies0709 58923
GlobalSpecies0710 5653
GlobalSpecies0711 8360
GlobalSpecies0712 30057
GlobalSpecies0713 12860
GlobalSpecies0714 4539
GlobalSpecies0715 33964
GlobalSpecies0716 32277
GlobalSpecies0717 8886
GlobalSpecies0718 48153
GlobalSpecies0719 64818
GlobalSpecies0720 6466
GlobalSpecies0721 17914
GlobalSpecies0722 2579
GlobalSpecies0723 9492
GlobalSpecies0724 23695
GlobalSpecies0725 865
GlobalSpecies0726 59489
GlobalSpecies0727 18931
GlobalSpecies0728 10512
GlobalSpecies0729 7216
GlobalSpecies0730 9872
GlobalSpecies0731 67882
GlobalSpecies0732 35402
GlobalSpecies0733 13958
GlobalSpecies0734 7329
GlobalSpecies0735 5288
GlobalSpecies0736 55641
GlobalSpecies0737 1644
GlobalSpecies0738 27769
GlobalSpecies0739 1991
GlobalSpecies0740 4765
GlobalSpecies0741 1453
GlobalSpecies0742 17019
GlobalSpecies0743 2784
GlobalSpecies0744 1458
GlobalSpecies0745 18958
GlobalSpecies0746 12311
GlobalSpecies0747 10643
GlobalSpecies0748 6390
GlobalSpecies0749 13903
GlobalSpecies0750 8541
GlobalSpecies0751 9791
GlobalSpecies0752 10692
GlobalSpecies0753 4275
GlobalSpecies0754 6421
GlobalSpecies0755 8909
GlobalSpecies0756 32761
GlobalSpecies0757 21993
GlobalSpecies0758 28375
GlobalSpecies0759 37257
GlobalSpecies0760 39331
GlobalSpecies0761 2200
GlobalSpecies0762 21097
GlobalSpecies0763 33829
GlobalSpecies0764 21395
GlobalSpecies0765 58595
GlobalSpecies0766 15878
GlobalSpecies0767 8904
GlobalSpecies0768 45035
GlobalSpecies0769 8241
GlobalSpecies0770 31629
GlobalSpecies0771 41480
GlobalSpecies0772 987
GlobalSpecies0773 5648
GlobalSpecies0774 10061
GlobalSpecies0775 3056
GlobalSpecies0776 11526
GlobalSpecies0777 5673
GlobalSpecies0778 21557
GlobalSpecies0779 823
GlobalSpecies0780 24054
GlobalSpecies0781 6455
GlobalSpecies0782 33287
GlobalSpecies0783 15697
GlobalSpecies0784 3484
GlobalSpecies0785 48478
GlobalSpecies0786 4332
GlobalSpecies0787 15762
GlobalSpecies0788 42573
GlobalSpecies0789 8085
GlobalSpecies0790 10383
GlobalSpecies0791 6303
GlobalSpecies0792 23915
GlobalSpecies0793 11393
GlobalSpecies0794 6066
GlobalSpecies0795 173
GlobalSpecies0796 32362
GlobalSpecies0797 4932
GlobalSpecies0798 2986
GlobalSpecies0799 6247
GlobalSpecies0800 22446
GlobalSpecies0801 2651
GlobalSpecies0802 10471
GlobalSpecies0803 50227
GlobalSpecies0804 35061
GlobalSpecies0805 34345
GlobalSpecies0806 13502
GlobalSpecies0807 50258
GlobalSpecies0808 20220
GlobalSpecies0809 82924
GlobalSpecies0810 2181
GlobalSpecies0811 100
GlobalSpecies0812 32758
GlobalSpecies0813 19778
GlobalSpecies0814 39243
GlobalSpecies0815 56541
GlobalSpecies0816 496
GlobalSpecies0817 4152
GlobalSpecies0818 5906
GlobalSpecies0819 4599
GlobalSpecies0820 13614
GlobalSpecies0821 26141
GlobalSpecies0822 34710
GlobalSpecies0823 14688
GlobalSpecies0824 29808
GlobalSpecies0825 6352
GlobalSpecies0826 12870
GlobalSpecies0827 3935
GlobalSpecies0828 3573
GlobalSpecies0829 10941
GlobalSpecies0830 10063
GlobalSpecies0831 27000
GlobalSpecies0832 41323
GlobalSpecies0833 1462
GlobalSpecies0834 85233
GlobalSpecies0835 6553
GlobalSpecies0836 4685
GlobalSpecies0837 53611
GlobalSpecies0838 11018
GlobalSpecies0839 5633
GlobalSpecies0840 14557
GlobalSpecies0841 20341
GlobalSpecies0842 11207
GlobalSpecies0843 12303
GlobalSpecies0844 7326
GlobalSpecies0845 61983
GlobalSpecies0846 18166
GlobalSpecies0847 41999
GlobalSpecies0848 11254
GlobalSpecies0849 24367
GlobalSpecies0850 20081
GlobalSpecies0851 12738
GlobalSpecies0852 12590
GlobalSpecies0853 9993
GlobalSpecies0854 6679
GlobalSpecies0855 29739
GlobalSpecies0856 2015
GlobalSpecies0857 91011
GlobalSpecies0858 19941
GlobalSpecies0859 8963
GlobalSpecies0860 6852
GlobalSpecies0861 24666
GlobalSpecies0862 4817
GlobalSpecies0863 8283
GlobalSpecies0864 11861
GlobalSpecies0865 6154
GlobalSpecies0866 8395
GlobalSpecies0867 545
GlobalSpecies0868 3791
GlobalSpecies0869 10539
GlobalSpecies0870 43669
GlobalSpecies0871 1239
GlobalSpecies0872 3813
GlobalSpecies0873 5888
GlobalSpecies0874 15458
GlobalSpecies0875 7961
GlobalSpecies0876 59553
GlobalSpecies0877 8847
GlobalSpecies0878 9926
GlobalSpecies0879 13157
GlobalSpecies0880 6961
GlobalSpecies0881 7694
GlobalSpecies0882 13942
GlobalSpecies0883 15500
GlobalSpecies0884 25401
GlobalSpecies0885 15427
GlobalSpecies0886 2121
GlobalSpecies0887 17650
GlobalSpecies0888 10503
GlobalSpecies0889 8064
GlobalSpecies0890 26656
GlobalSpecies0891 4275
GlobalSpecies0892 48638
GlobalSpecies0893 1740
GlobalSpecies0894 19377
GlobalSpecies0895 7433
GlobalSpecies0896 3262
GlobalSpecies0897 21330
GlobalSpecies0898 9181
GlobalSpecies0899 3446
GlobalSpecies0900 20099
GlobalSpecies0901 15275
GlobalSpecies0902 53901
GlobalSpecies0903 11103
GlobalSpecies0904 8782
GlobalSpecies0905 46376
GlobalSpecies0906 14992
GlobalSpecies0907 40949
GlobalSpecies0908 28072
GlobalSpecies0909 62461
GlobalSpecies0910 15633
GlobalSpecies0911 1121
GlobalSpecies0912 19401
GlobalSpecies0913 22953
GlobalSpecies0914 3515
GlobalSpecies0915 8101
GlobalSpecies0916 9203
GlobalSpecies0917 13270
GlobalSpecies0918 11134
GlobalSpecies0919 8708
GlobalSpecies0920 82725
GlobalSpecies0921 48624
GlobalSpecies0922 57805
GlobalSpecies0923 9596
GlobalSpecies0924 10286
GlobalSpecies0925 9838
GlobalSpecies0926 19075
GlobalSpecies0927 38762
GlobalSpecies0928 5440
GlobalSpecies0929 4768
GlobalSpecies0930 32170
GlobalSpecies0931 14943
GlobalSpecies0932 18764
GlobalSpecies0933 4197
GlobalSpecies0934 2561
GlobalSpecies0935 6859
GlobalSpecies0936 8452
GlobalSpecies0937 16977
GlobalSpecies0938 7826
GlobalSpecies0939 27832
GlobalSpecies0940 8354
GlobalSpecies0941 4418
GlobalSpecies0942 44450
GlobalSpecies0943 6325
GlobalSpecies0944 16392
GlobalSpecies0945 11843
GlobalSpecies0946 559
GlobalSpecies0947 52042
GlobalSpecies0948 18412
GlobalSpecies0949 4048
GlobalSpecies0950 3988
GlobalSpecies0951 4243
GlobalSpecies0952 15871
GlobalSpecies0953 13426
GlobalSpecies0954 13473
GlobalSpecies0955 13093
GlobalSpecies0956 2088
GlobalSpecies0957 27067
GlobalSpecies0958 25471
GlobalSpecies0959 32169
GlobalSpecies0960 25281
GlobalSpecies0961 22064
GlobalSpecies0962 1861
GlobalSpecies0963 630
GlobalSpecies0964 30711
GlobalSpecies0965 11165
GlobalSpecies0966 6750
GlobalSpecies0967 229
GlobalSpecies0968 51368
GlobalSpecies0969 42433
GlobalSpecies0970 20722
GlobalSpecies0971 2518
GlobalSpecies0972 192
GlobalSpecies0973 2795
GlobalSpecies0974 67754
GlobalSpecies0975 11977
GlobalSpecies0976 24967
GlobalSpecies0977 9819
GlobalSpecies0978 43018
GlobalSpecies0979 4134
GlobalSpecies0980 15209
GlobalSpecies0981 19875
GlobalSpecies0982 11406
GlobalSpecies0983 320
GlobalSpecies0984 12341
GlobalSpecies0985 21034
GlobalSpecies0986 1512
GlobalSpecies0987 7447
GlobalSpecies0988 18966
GlobalSpecies0989 33021
GlobalSpecies0990 8624
GlobalSpecies0991 45654
GlobalSpecies0992 13514
GlobalSpecies0993 39512
GlobalSpecies0994 8765
GlobalSpecies0995 27527
GlobalSpecies0996 13102
GlobalSpecies0997 19451
GlobalSpecies0998 16682
GlobalSpecies0999 19409
GlobalSpecies1000 1243
