FPR,TPR
0.0,0.0
0.0,0.02857142857142857
0.018867924528301886,0.02857142857142857
0.018867924528301886,0.2571428571428571
0.03773584905660377,0.2571428571428571
0.03773584905660377,0.5714285714285714
0.07547169811320754,0.5714285714285714
0.07547169811320754,0.6
0.09433962264150944,0.6
0.09433962264150944,0.6285714285714286
0.1320754716981132,0.6285714285714286
0.1320754716981132,0.6571428571428571
0.1509433962264151,0.6571428571428571
0.1509433962264151,0.6857142857142857
0.16981132075471697,0.6857142857142857
0.16981132075471697,0.7714285714285715
0.18867924528301888,0.7714285714285715
0.18867924528301888,0.8285714285714286
0.3018867924528302,0.8285714285714286
0.3018867924528302,0.8571428571428571
0.3584905660377358,0.8571428571428571
0.3584905660377358,0.9142857142857143
0.41509433962264153,0.9142857142857143
0.41509433962264153,0.9428571428571428
0.7547169811320755,0.9428571428571428
0.7547169811320755,0.9714285714285714
0.7924528301886793,0.9714285714285714
0.7924528301886793,1.0
1.0,1.0
