,t_SNE_1,t_SNE_2,group,emb_type,fid
0,-0.5265119316666668,0.49563638162383283,Ctrl,Phylo,AY212767.1.1222
1,0.005424635587433426,0.7998336901116051,Ctrl,Phylo,DQ823841.1.1286
2,0.1820097460876248,-0.5113903014253214,Ctrl,Phylo,FJ382054.1.1201
3,-0.7449651548440315,0.18319592819358219,Ctrl,Phylo,DQ799352.1.1291
4,-0.5940759112058701,0.009737307135707888,Ctrl,Phylo,GQ491279.1.1262
5,0.21362894388584733,0.32436912665600004,Ctrl,Phylo,DQ796116.1.1201
6,0.42268361400395266,-0.5825149325432937,Ctrl,Phylo,AF349756.1.1335
7,0.5086373940226312,-0.30593421641669516,Ctrl,Phylo,HQ808998.1.1217
8,0.3213062024398639,0.6292940155225198,Ctrl,Phylo,DQ808102.1.1318
9,-0.10381698909491288,0.7160807331196332,Ctrl,Phylo,JQ465376.1.1220
10,0.471805161723741,0.11131084419411455,Ctrl,Phylo,JF021752.1.1274
11,0.41233123485679934,-0.5854193770590799,Ctrl,Phylo,DQ807506.1.1286
12,0.48882006839467407,-0.09829039790217177,Ctrl,Phylo,HQ807284.1.1274
13,-0.27599171002804496,-0.3574879502665076,Ctrl,Phylo,DQ809291.1.1378
14,0.4213182718414625,-0.5828611302990955,Ctrl,Phylo,FPLO01001141.16.1394
15,0.5980074760806261,0.3748835248812821,Ctrl,Phylo,JQ467834.1.1286
16,0.5522761337699841,0.42224542368998763,Ctrl,Phylo,JX030308.1.1232
17,-0.7179398281973678,-0.1577861991427747,Ctrl,Phylo,FJ512259.1.1422
18,-0.6567152786026934,-0.4745231491316798,Ctrl,Phylo,DQ824361.1.1287
19,0.7509075166482586,-0.21840355223805838,Ctrl,Phylo,DQ802353.1.1286
20,0.7606108804348799,0.21210840250135282,Ctrl,Phylo,DQ794427.1.1242
21,-0.031185188401113898,-0.4753938056237111,Ctrl,Phylo,GQ492466.1.1344
22,-0.7803357139695929,0.07537249278459505,Ctrl,Phylo,GQ493692.1.1234
23,-0.5220378494050435,0.48580316347974334,Ctrl,Phylo,DQ801609.1.1306
24,-0.0181954815568414,0.2355642440402888,Ctrl,Phylo,GQ448499.1.1381
25,-0.3724539890839899,-0.2511303777973759,Ctrl,Phylo,GQ897435.1.1479
26,0.24341776869304413,-0.2626753494415291,Ctrl,Phylo,KF842080.1.1260
27,-0.41725150271862615,0.5618113919612047,Ctrl,Phylo,DQ798603.1.1202
28,-0.030384832765138238,-0.2305387429941094,Ctrl,Phylo,DQ800682.1.1204
29,0.441340162277745,0.5437010179844413,Ctrl,Phylo,KX130890.1.1202
30,0.0678348960857585,0.7228376817393577,Ctrl,Phylo,KY780347.1.1200
31,-0.05874714264638377,-0.21951374465968776,Ctrl,Phylo,DQ824266.1.1288
32,0.7834425468799718,0.08084057969927777,Ctrl,Phylo,FJ369668.1.1239
33,-0.5600866442244038,0.44018851888681115,Ctrl,Phylo,DQ807031.1.1284
34,-0.5846436042377232,-0.4054654760668072,Ctrl,Phylo,JF135466.1.1371
35,-0.45920467084061406,0.5317434036935319,Ctrl,Phylo,DQ823787.1.1236
36,-0.37083882541835367,0.5707088921006315,Ctrl,Phylo,FJ366838.1.1357
37,-0.5954279406435914,0.0141303289582841,Ctrl,Phylo,JQ608027.1.1424
38,0.6341665867735921,-0.4555813918764692,Ctrl,Phylo,FJ362935.1.1246
39,0.6860009255515459,0.021022232013242003,Ctrl,Phylo,AY981913.1.1349
40,0.5061916978783878,-0.30686937011975324,Ctrl,Phylo,FJ370173.1.1369
41,-0.6752641174565501,0.28368798024559405,Ctrl,Phylo,EF071257.1.1224
42,0.4249304276951781,-0.5818984259905307,Ctrl,Phylo,DQ797516.1.1343
43,-0.38985093644654883,-0.21041031921671075,Ctrl,Phylo,DQ809069.1.1219
44,-0.5926572206266195,0.00860644615407709,Ctrl,Phylo,JQ190854.1.1350
45,-0.5279978651302539,0.48261565701690273,Ctrl,Phylo,AY985779.1.1355
46,0.2805336346234579,0.04020248624979688,Ctrl,Phylo,JF058121.1.1279
47,0.15787279731482612,-0.1773719833342741,Ctrl,Phylo,DQ808753.1.1287
48,0.5741235362560169,-0.057394331165025146,Ctrl,Phylo,GQ492318.1.1347
49,0.7486536178084165,-0.15889034888157827,Ctrl,Phylo,GQ492847.1.1200
50,-0.7498947010319775,-0.2516300453975879,BD,Phylo,GQ003913.1.1349
51,0.7545405303476596,-0.17558109939131086,BD,Phylo,DQ795411.1.1205
52,0.04727538450036318,0.5928185900754189,BD,Phylo,DQ174182.1.1339
53,-0.11819300272659039,-0.7124387525433693,BD,Phylo,HQ806131.1.1433
