,label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99
SRR2143521,0,0.8116249442100525,0.540480567763249,0.04562939703464508,0.1656032900015513,0.16963431114951769,-0.25963206216692924,0.27903638035058975,-0.3882250388463338,0.16767259563008943,0.6892625292142233,-0.2058139555156231,0.10467448085546494,-0.5474277039368948,-0.598683143655459,-0.27486027280489606,0.24906721897423267,0.13345896701018015,0.1485132339100043,0.38348405311505,0.6069805765291676,0.5144960979620615,0.239034753292799,0.0058949800829092664,-0.4084377934535344,-0.609417337924242,-0.453125883359462,-0.06652748895188172,0.21024654308954874,-0.24712422862648964,-0.38623960277376074,-0.1974379022916158,0.5969708077609539,-0.1278862152248621,0.20517951374252638,-0.7220805684725443,0.3919767153759797,-0.05473888541261355,-0.056386267223084964,-0.08790884787837665,0.15827547634641329,-0.9164254988233248,-0.12948383941935995,0.1546612943833073,-0.29968401168783504,-0.006457067172353466,-0.22470982869466147,-0.47575436035792035,0.19161272638787827,-0.46425070241093636,0.013062397638956705,-0.16383973757425943,-0.07440791527430217,-0.0957408994436264,-0.49631310254335403,-0.24014849960803986,-0.053755233685175575,-0.24348711967468262,-0.2556219895680745,0.022182946403821308,-0.2767545667787393,-0.27772884505490464,0.22851294108356038,0.20378483335177103,-0.15086273507525524,0.008419161041577658,0.059346228217085205,-0.02484000412126382,0.39632171392440796,0.11520626147588094,-0.3946581470469634,0.5412983711188039,-0.4060148075222969,0.0035856813192367554,0.28816765174269676,-0.5992950250705084,0.16793165255027512,0.10058550847073396,0.12334261958797772,-0.03594252974532234,0.32393713916341466,0.45446531164149445,-0.06449564856787522,0.4687648266553879,-0.10958795994520187,0.4749645609408617,0.32977618525425595,0.27494675989631406,-0.4715002626180649,0.6744356726606687,-0.07618796289898455,-0.0005583403011163076,-0.06294113490730524,-0.13690351943174997,-0.055686291928092636,0.2841915289560954,-0.1833579142888387,-0.22954398890336355,0.2431700030962626,0.35413351903359097,0.07197486857573192
SRR2143524,0,0.8487349773446718,0.02198634234567483,-0.530589131017526,0.1322436910122633,-0.1881235589583715,-0.08336400240659714,-0.01743572453657786,-0.1786806687984305,0.05355226496855418,0.7648813476165136,-0.16827951992551485,-0.1590673557172219,-0.6916881452004114,-0.42944589753945667,-0.38392095764478046,0.5560976900160313,-0.0006299590071042379,0.19049444297949472,0.2614951704939206,0.658471409852306,0.3662972574432691,-0.08505079584817092,0.07710849245389302,-0.31027170022328693,-0.4448404173211505,-0.25131436189015705,-0.08413127933939298,-0.11683013911048572,-0.1313073659936587,-0.12502384185791016,-0.29038840780655545,0.7595981905857722,-0.217535346125563,0.09204308936993282,-0.42885901033878326,0.28965140879154205,-0.34642185767491657,0.18651897956927618,-0.20777292052904764,0.26322973271210987,-1.430139700571696,-0.10854865362246831,0.05943011430402597,0.070812343309323,0.23357039814194044,-0.5064113239447275,-0.7467677270372709,0.660431462029616,-0.03555212914943695,0.16673356729249159,-0.16622847955053052,-0.1340218847617507,-0.0397284080584844,-0.47678826997677487,-0.17646840711434683,-0.08828502893447876,-0.27832141518592834,0.00038013234734535217,0.27943804177145165,-0.08226383725802104,-0.29588799240688485,-0.014932841683427492,0.17024986445903778,0.42160821830232936,0.09613386013855536,0.21369369452198347,0.13394555201133093,0.015939908102154732,-0.0011850160857041676,-0.6487112275014321,0.39057736719648045,-0.16107914596796036,-0.1664231394728025,0.2318450918343539,0.009482254584630331,0.5566649281730255,0.24570921808481216,-0.034474894404411316,-0.38123975570003193,0.43263219855725765,0.5980580051740011,0.38679621648043394,0.7483287006616592,-0.12364045344293118,-0.046094136933485665,0.4299868742624919,0.14080762738982835,-0.5014156326651573,0.5242113983258605,-0.02511196831862132,-0.07292662312587102,0.032247925798098244,-0.21605122461915016,0.1464341034491857,0.04435863594214121,-0.6723837107419968,-0.5027537991603216,0.275155541797479,0.5984331667423248,0.16220866764585176
SRR2143526,1,0.7370046017070612,0.6721850112080574,-0.06023567860635618,0.18441431441654763,0.0930417428414027,-0.15946000752349695,0.28371793528397876,-0.19685978814959526,-0.14481746405363083,0.4939778745174408,-0.21245495478312174,0.08678519601623218,-0.4055814767877261,-0.6510130812724432,-0.10855320592721303,0.2034575903477768,-0.08336991568406422,0.005572362492481868,0.5360542560617129,0.5470664799213409,0.42070973478257656,0.32006032144029933,0.005903502305348714,-0.2886453370253245,-0.4425420934955279,-0.5759007086356481,-0.0032196336736281714,0.21918160716692606,0.031940694277485214,-0.30672625452280045,-0.04910961786905924,0.5862520386775335,-0.17428729434808096,-0.07586549036204815,-0.8171780457099279,0.36970079814394313,0.08658986787001292,0.016911163305242855,-0.1179421270887057,0.18266221943000951,-0.9085116144269705,0.08229684829711914,0.06358108172814052,-0.2785861889521281,-0.10977550347646077,-0.3191153183579445,-0.4518386423587799,0.13882901488492885,-0.5050982267906269,-0.06005470765133699,-0.18600325969358286,-0.20927843203147253,-0.08367722729841869,-0.46890878801544505,-0.16050580143928528,-0.2670063426097234,-0.09002719322840373,-0.004131215314070384,-0.016650661826133728,-0.09840497747063637,-0.22756839791933695,0.2787941632171472,0.281904149800539,0.07984831184148788,0.13824797670046488,0.07106923311948776,0.1813732385635376,0.30916457374890643,0.05222641179958979,-0.3121594736973445,0.4910738915205002,-0.35525791098674137,0.011216739813486734,0.14434530772268772,-0.38469789425532025,0.11631847669680913,0.09478993465503056,0.039291029796004295,0.004309613257646561,0.16678645213445029,0.49547533690929413,-0.129274799178044,0.468046930929025,-0.40951041877269745,0.39151453599333763,0.23447970052560171,0.10505387932062149,-0.40299782156944275,0.45098378509283066,-0.20707190533479056,-0.1108655830224355,0.16238190482060114,-0.03123776117960612,-0.18343819429477057,0.40495997822533053,-0.1432377646366755,-0.1115311731894811,0.21967165172100067,0.298836591343085,0.03217430909474691
SRR2143527,0,0.8918682237466177,0.041090474949063115,-0.4583744052797556,0.13205025096734366,-0.22377476592858633,-0.14452355106671652,-0.08525944749514262,-0.3350336824854215,0.13470744341611862,0.6909794236222903,-0.15723615884780884,-0.16519473741451898,-0.6936635375022888,-0.4518788494169712,-0.2988182157278061,0.5741923426588377,0.07110730558633804,0.24875290443499884,0.18903027723232904,0.7492590546607971,0.5718760937452316,-0.07814359509696563,0.03133150190114975,-0.36870300273100537,-0.46413453420003253,-0.2968455950419108,-0.057790627082188926,0.0038189048257966838,-0.24220709005991617,-0.0710282176733017,-0.32811616857846576,0.800553118189176,-0.1479415331656734,0.11446978151798248,-0.44022667159636814,0.30928395316004753,-0.337252880136172,0.012078089639544487,-0.21039309600989023,0.3375505755345027,-1.375499685605367,-0.22599083681901297,0.06502810306847095,0.007460991929595669,0.23121652007102966,-0.49965548515319824,-0.6973889693617821,0.6370099534591039,0.043738787372907005,0.10140952716271083,-0.12408518542846043,-0.1636047400534153,-0.03848791184524695,-0.4229535075525443,-0.2777670348683993,-0.05888820191224416,-0.33923815314968425,-0.09234898537397385,0.24580879074831805,-0.15480338037014008,-0.31085534890492755,0.02550755317012469,0.16395637889703116,0.26018689076105755,0.0823276514808337,0.1617483968536059,0.07922080904245377,0.08549560094252229,0.0061290984352429705,-0.6846200401584307,0.4054289398094018,-0.22736428181330362,-0.15997038533290228,0.2889679968357086,0.002575799822807312,0.49824963758389157,0.34238230468084413,0.07142766561203946,-0.353911928832531,0.441107682728519,0.6331321944793066,0.37393832951784134,0.7061148583889008,-0.06120686667660872,0.038418068240086235,0.5506395002206167,0.17438651248812675,-0.507500504453977,0.5819446227202812,-0.014760280648867289,-0.042931598921616874,-0.07225750448803107,-0.1934084432820479,0.12381879488627116,0.02943900724252065,-0.6232695120076338,-0.5677271261811256,0.3001525451739629,0.5890256936351458,0.09433797995249431
SRR2143533,1,0.727495995660623,0.02256918865411232,-0.29799685006340343,-0.005183675947288672,0.046336352514723934,0.06367838382720947,0.16081271941463152,0.11126867022054891,0.09479719648758571,0.32744205743074417,-0.02809206396341324,0.046013240702450275,-0.4003305993974209,-0.6956642468770345,-0.21440051247676215,0.4823068579037984,-0.17313525080680847,-0.16104517877101898,0.6128173024238398,0.3138563185930252,0.20861572523911795,0.24439899126688638,-0.08553144273658593,-0.42577479655543965,-0.2710414143900077,-0.013418251648545265,0.0038185479740301767,-0.005692737797896068,0.03081557573750615,0.005041049172480901,-0.1404884159564972,0.6236482517172893,-0.367042176425457,0.048705515917390585,-0.6243800222873688,0.3480250524977843,-0.251406442373991,0.2958895843476057,-0.030566625122446567,0.06506288299957912,-1.2341981530189514,0.35412177940209705,-0.07695242886741956,0.03948662135129174,0.16466277341047922,-0.2293175949404637,-0.7059827546278635,0.4392319992184639,-0.479917307694753,0.15411030446800092,0.013173021376132965,-0.004440799976388614,0.01466305616001288,-0.5184373259544373,-0.2126413301254312,-0.23590593039989471,-0.2409577245513598,0.2134832705972561,0.04491865883270899,-0.037530407309532166,-0.21218395481506983,-0.10026480133334796,0.4685073569417,0.4336513315017025,-0.06433112019052108,-0.009423513275881609,0.2096238782008489,0.013365328311920166,-0.039051911483208336,-0.35591027249271673,0.5574281091491381,-0.24067634840806326,-0.09646221250295639,0.05365860710541407,-0.06334982812404633,0.15771669646104178,0.040479994068543114,0.0975305587053299,-0.19843329675495625,0.36168591181437176,0.7746182183424631,0.0842252808312575,0.5560845012466112,-0.39588967710733414,-0.11200074603160222,0.335420292802155,0.01840341091156006,-0.3059602777163188,0.2536824382841587,-0.2921220064163208,-0.0776795173684756,-0.00747307762503624,0.03231103469928106,-0.20316681265830994,0.024913214147090912,-0.5047017736360431,-0.12871493895848593,0.1635778769850731,0.29796956355373067,0.3081971326222022
SRR2143534,0,0.9467401653528214,0.2097171296676,-0.36909684787193936,0.16540563572198153,-0.12776689510792494,-0.2559778308495879,0.052329979836940765,-0.357666236658891,0.042593458046515785,0.7461744745572408,-0.25415460641185444,-0.05053015053272247,-0.6528271362185478,-0.4597131634751956,-0.26598260303338367,0.5770193636417389,0.006774154802163442,0.1735895648598671,0.2540255884329478,0.6498547295729319,0.42814121892054874,0.01454931249221166,-0.007033153437077999,-0.3539522886276245,-0.5186655909443895,-0.3907549778620402,-0.0592197559599299,0.010228293637434641,-0.1581667885184288,-0.15868657330671945,-0.20495763948808113,0.7240626240770022,-0.2124337957551082,0.013374393184979757,-0.4683909974992275,0.27412744735678035,-0.26493000735839206,0.07988167880102992,-0.25782154966145754,0.268397035698096,-1.2854366302490234,-0.14667892331878343,0.08381883427500725,0.013593227912982305,0.19277556395779052,-0.45622578759988147,-0.6936748425165812,0.5253600627183914,-0.016996021072069805,0.11119617335498333,-0.14331352633113661,-0.13488058373332024,-0.017368062088886898,-0.40823881638546783,-0.20662643015384674,-0.11589404940605164,-0.36323807140191394,-0.06116943061351776,0.26672744122333825,-0.13645473619302115,-0.25389343686401844,0.10566893468300502,0.0555874432126681,0.23705951869487762,0.14507588032089794,0.18581675986448923,0.062063502768675484,0.1404213085770607,0.015783222819057603,-0.5591410423318545,0.35290509710709256,-0.2501608394086361,-0.10749191045761108,0.25705262025197345,-0.06553907692432404,0.5552828721702099,0.29559339334567386,0.03805574712653955,-0.2022692828128735,0.395234498505791,0.6068847179412842,0.25098785509665805,0.7377904007832209,-0.07887773215770721,0.15174978971481323,0.39870300392309826,0.0721592443684737,-0.5817956055204073,0.6070601108173529,-0.0933760404586792,-0.061188009877999626,-0.038363213340441384,-0.17328980440894762,0.12527862191200256,0.04428102324406306,-0.5923017573853334,-0.43885214378436405,0.2322647968928019,0.5272593855236968,0.10368867591023445
SRR2143537,0,0.7691478927930196,0.10052489675581455,-0.5073936035235723,0.17297916735212007,-0.15998589247465134,-0.18577016051858664,0.09784281502167384,-0.13152438309043646,0.07198641200860341,0.7011785407861074,-0.1108597107231617,-0.08118154605229695,-0.5339205513397852,-0.4922986850142479,-0.3034236679474513,0.6157508964339892,-0.21103792761762938,0.0568704754114151,0.4028421814242999,0.5223464493950208,0.34892259538173676,0.12288989514733355,0.05961383130246153,-0.3442516749103864,-0.42986391733090085,-0.3855440641442935,-0.005161464214324951,-0.07330381621917088,-0.017702356601754825,-0.13655446469783783,-0.19399581042428812,0.6749444951613744,-0.34917063064252335,0.0036775225695843496,-0.641815916945537,0.32732783490791917,-0.2899445444345474,0.12058366754596743,-0.2152994175752004,0.14142323285341263,-1.3413613935311635,0.03885394707322121,0.06028484785929322,-0.015437508622805277,0.2002021890754501,-0.4067400669058164,-0.8718741697569689,0.542932947476705,-0.14288055896759033,0.06135447882115841,-0.1666504436482986,-0.23646915967886648,0.013564827541510264,-0.40356305117408436,-0.1410046542684237,-0.1897141287724177,-0.3170271689693133,0.010931181410948435,0.24913564572731653,-0.07743514329195023,-0.3349856572846572,0.053477965450535216,0.22906668903306127,0.3391241778930028,0.10823524743318558,0.0674721710383892,0.13253929667795697,0.11831470454732577,0.044634164621432625,-0.5296584715445837,0.3129894027176003,-0.26661056528488797,-0.07457189510265987,0.15824403831114373,0.011322930455207825,0.5751931704580784,0.37709746775605407,0.03803254788120588,-0.01554607693105936,0.502798531204462,0.6837511137127876,0.16278179238239923,0.717859943707784,-0.21528873468438783,0.14005411912997565,0.35757434989015263,0.10432624568541844,-0.49599822362263996,0.5562750076254209,-0.2457252492507299,0.0031840081016222634,-0.03169608861207962,-0.010635325646338364,-0.011359810829162598,0.027632346997658413,-0.454510822892189,-0.35837760955716175,0.24676950772603354,0.508619079987208,0.06793415173888206
SRR2143552,0,1.0211088260014851,0.14767113079627356,-0.38978526430825394,0.12711886937419573,-0.07861521343390147,-0.1630378713210424,-0.02802211542924245,-0.19135618334015211,0.14718188593784967,0.6550527115662893,-0.16928031594337276,-0.05950107922156652,-0.6393922430773576,-0.5892394843200842,-0.3442703386147817,0.5134394727647305,0.010051149254043898,0.10302302241325378,0.3510802884896596,0.6343591486414274,0.4216587588501473,0.08306910283863544,-0.056711819022893906,-0.4227522363265355,-0.4349242802709341,-0.3067530443271001,-0.02134592179208994,0.0985570177435875,-0.22498478492101034,-0.1348372052113215,-0.21931207366287708,0.6974837258458138,-0.2403041006376346,0.09310482628643513,-0.6616388025383154,0.3339732624590397,-0.29732519884904224,-0.017205850531657536,-0.19441572452584902,0.24681820968786874,-1.2883417705694835,-0.0942431918034951,0.08297480021913846,-0.03373249371846517,0.14149777591228485,-0.45726457238197327,-0.6610445057352384,0.5273095568021139,-0.16329784194628397,0.047480603059132896,-0.14646355931957564,-0.14391075571378073,0.011616669595241547,-0.5001108286281427,-0.11834221581617992,-0.16089400152365366,-0.25034576406081516,-0.06536685427029927,0.21561648052496216,-0.15227007493376732,-0.20462269460161528,0.03236054256558418,0.288971650103728,0.2312198430299759,0.1235843813046813,0.1953318789601326,0.0988998884956042,0.11028174714495738,-0.07104829388360183,-0.48882314562797546,0.4510940257459879,-0.22127927343050638,-0.08085766931374867,0.18564328861733279,-0.08913995449741681,0.43530959884325665,0.3095089942216873,0.07002501810590427,-0.2477185862759749,0.35648172597090405,0.6753989433248838,0.2525102210541566,0.7693911691506704,-0.16471212481458983,0.2672083005309105,0.4121363212664922,0.1466363916794459,-0.49498143295447034,0.560046217093865,-0.11410713195800781,-0.15019561598698297,-0.022365175187587738,-0.07147638748089473,0.025118807951609295,0.05719809917112192,-0.44515294457475346,-0.43364889547228813,0.20595940947532654,0.3971626168737809,0.039430632547009736
SRR2143555,0,0.8899932603041331,0.23433063520739475,-0.20779496182998022,0.2006396489838759,0.0026242854073643684,-0.2152083699281017,0.015071416894594828,-0.3313407028714816,0.18242469678322473,0.6788459271192551,-0.20194051849345365,-0.006608584274848302,-0.643796323488156,-0.4772944090267022,-0.40481165051460266,0.3853641127546628,0.004852503538131714,0.20177478591601053,0.3411108876268069,0.6697878936926523,0.42195962835103273,0.09995327517390251,0.008833176145950953,-0.3968714826429884,-0.5805697217583656,-0.32494790355364483,-0.056538005669911705,0.10761117190122604,-0.2265534090499083,-0.3081308901309967,-0.26045268028974533,0.7337385937571526,-0.1491794797281424,0.19495407243569693,-0.6896985291192929,0.37950411811470985,-0.3056133622303605,-0.05771856258312861,-0.17470887303352356,0.23202551490006348,-1.1260152459144592,-0.15113953435017416,0.13653679688771567,-0.16945459010700384,0.1049580027659734,-0.4048309351007144,-0.6218044857184092,0.40759361286958057,-0.1376230282088121,0.03217666347821554,-0.167447409282128,-0.18872539202372232,-0.10812732763588428,-0.5105384849011898,-0.2297427256902059,-0.10067423184712727,-0.20115513851245245,-0.060654049118359886,0.20867703606685004,-0.18494675060113272,-0.2765966020524502,0.15746692086880407,0.22266244888305664,0.12753556172053018,0.1063958282272021,0.06640032182137172,0.1275511011481285,0.22068017721176147,0.021587117264668148,-0.4755753438609342,0.45365289598703384,-0.29422765225172043,-0.023862081269423168,0.23130386074384054,-0.3505772054195404,0.4265994479258855,0.2312883728494247,0.093350850045681,-0.21049027455349764,0.34246520946423215,0.511572169760863,0.1499562387665113,0.8108416770895323,-0.09232393279671669,0.4364239734907945,0.4163411582509677,0.19083448437352976,-0.6406245479981104,0.6186690479516983,-0.15264773865540823,-0.0828786517182986,-0.010476440191268921,-0.13087611024578413,0.02794971565405528,0.19640482713778815,-0.35281407833099365,-0.331597959001859,0.2613211323817571,0.4298984631896019,0.047863813738028206
SRR2143557,0,0.8314954241116842,0.44213117519393563,-0.003913020404676597,0.18669579178094864,-0.008966937505950531,-0.284396934012572,0.060947020848592125,-0.3408855547507604,0.21769273839890957,0.6800170633941889,-0.14099657535552979,0.05266579985618591,-0.5869161362449328,-0.589350680510203,-0.33814729005098343,0.22097410385807356,-0.01951746642589569,0.14361803978681564,0.38429494202136993,0.5820394903421402,0.5812460197194014,0.15445471601560712,-0.006712527324755986,-0.4480048790574074,-0.6108746103321513,-0.5126115859214527,-0.11594944586977363,0.2630625863869985,-0.30431215356414515,-0.3136712958415349,-0.0817657212416331,0.5588403598715862,-0.13403654471039772,0.1635332778096199,-0.6968277371488512,0.4805190960566203,-0.09966559583942096,-0.16420943662524223,-0.22046224772930145,0.12410522749026616,-0.8309723002215227,-0.08109796233475208,0.168556227038304,-0.39263027906417847,0.02619617184003194,-0.26159872114658356,-0.37215904394785565,0.23813370252416158,-0.24358994513750076,-0.010381517931818962,-0.14073702219563225,-0.18072285751501718,-0.10040888438622157,-0.42452770844101906,-0.2544269288579623,-0.1051700363556544,-0.29015442232290906,-0.22951427847146988,0.14631664318343005,-0.1885354034602642,-0.2501757765809695,0.2275563801328341,0.20882760733366013,-0.14975483218828836,0.1375724176565806,-0.01659194255868594,0.1501606454451879,0.32557303955157596,0.06530507902304332,-0.3963441538314025,0.6039327718317509,-0.3033424566189448,0.03545334686835607,0.31108027324080467,-0.5376928647359213,0.2804031770986815,0.16832703080338737,0.11940440163016319,-0.03966506073872248,0.2551342248916626,0.39850646009047824,0.008960006448129812,0.5261433397730192,-0.08330409166713555,0.6358767251173655,0.3273603426447759,0.172757255534331,-0.6008442143599192,0.6427670260115216,-0.04295860727628072,-0.12299571372568607,-0.09043531368176143,-0.1339714713394642,0.10685457785924275,0.26248732954263687,-0.15636912981669107,-0.17821823557217917,0.20815666019916534,0.2577044951419036,0.08830958604812622
