task,source,disease,fid,group,importance,importance_sample_pooled,importance_fold_pooled
lodo,attn,BD,HQ806131.1.1433,BD,0.1226189775511686,0.1226189775511686,0.1226189775511686
lodo,attn,BD,KF100359.1.1360,BD,0.1300579647570984,0.1300579647570984,0.1300579647570984
lodo,attn,BD,GQ492469.1.1357,BD,0.132754072166635,0.132754072166635,0.132754072166635
lodo,attn,BD,HQ810946.1.1476,BD,0.1345152275721622,0.1345152275721622,0.1345152275721622
lodo,attn,BD,JQ460165.1.1205,BD,0.1346956992320875,0.1346956992320875,0.1346956992320875
lodo,attn,BD,GQ491354.1.1233,BD,0.1354315879227832,0.1354315879227832,0.1354315879227832
lodo,attn,BD,MH475112.1.1201,BD,0.1378032989349236,0.1378032989349236,0.1378032989349236
lodo,attn,BD,FJ505543.1.1378,BD,0.1403857464496097,0.1403857464496097,0.1403857464496097
lodo,attn,BD,EF401880.1.1492,BD,0.1425074410077626,0.1425074410077626,0.1425074410077626
lodo,attn,BD,HQ804155.1.1275,BD,0.1425218204328007,0.1425218204328007,0.1425218204328007
lodo,attn,BD,FJ557765.1.1386,BD,0.1432462423148,0.1432462423148,0.1432462423148
lodo,attn,BD,DQ799308.1.1322,BD,0.1461042607072948,0.1461042607072948,0.1461042607072948
lodo,attn,BD,HM276114.1.1357,BD,0.1516190454540539,0.1516190454540539,0.1516190454540539
lodo,attn,BD,GQ493374.1.1373,BD,0.1529297926722639,0.1529297926722639,0.1529297926722639
lodo,attn,BD,GQ493973.1.1202,BD,0.1547660842140378,0.1547660842140378,0.1547660842140378
lodo,attn,BD,DQ795266.1.1352,BD,0.1548653228250092,0.1548653228250092,0.1548653228250092
lodo,attn,BD,JN698650.1.1277,BD,0.1554367977599108,0.1554367977599108,0.1554367977599108
lodo,attn,BD,DQ673535.1.1495,BD,0.1575077572001282,0.1575077572001282,0.1575077572001282
lodo,attn,BD,JQ607154.1.1324,BD,0.1579212515013291,0.1579212515013291,0.1579212515013291
lodo,attn,BD,FMFL01000027.72847.74341,BD,0.1620936596268334,0.1620936596268334,0.1620936596268334
lodo,attn,BD,KP214597.3.1209,BD,0.1656654704911442,0.1656654704911442,0.1656654704911442
lodo,attn,BD,JQ453304.1.1401,BD,0.1660589047368298,0.1660589047368298,0.1660589047368298
lodo,attn,BD,KY003111.1.1207,BD,0.166749616853763,0.166749616853763,0.166749616853763
lodo,attn,BD,FJ557734.1.1287,BD,0.1710240173138012,0.1710240173138012,0.1710240173138012
lodo,attn,BD,DQ793812.1.1284,BD,0.1819158999893483,0.1819158999893483,0.1819158999893483
lodo,attn,BD,DQ804810.1.1224,BD,0.1820785510824644,0.1820785510824644,0.1820785510824644
lodo,attn,BD,JQ190020.1.1395,BD,0.1842840272882808,0.1842840272882808,0.1842840272882808
lodo,attn,BD,HK555826.1.1289,BD,0.1893476087272706,0.1893476087272706,0.1893476087272706
lodo,attn,BD,FJ507647.1.1369,BD,0.1925378437778373,0.1925378437778373,0.1925378437778373
lodo,attn,BD,JX048356.1.1310,BD,0.2116481323036192,0.2116481323036192,0.2116481323036192
lodo,attn,BD,GQ493077.1.1232,BD,0.2438471772842977,0.2438471772842977,0.2438471772842977
lodo,attn,BD,JQ467788.1.1220,BD,0.2589901403484274,0.2589901403484274,0.2589901403484274
lodo,attn,BD,JX222461.1.1361,BD,0.2636268662650727,0.2636268662650727,0.2636268662650727
lodo,attn,BD,FJ558430.1.1233,BD,0.2709227114631158,0.2709227114631158,0.2709227114631158
lodo,attn,BD,KF101798.1.1358,BD,0.2958569459388744,0.2958569459388744,0.2958569459388744
lodo,attn,BD,JQ455437.1.1278,BD,0.2994291488527664,0.2994291488527664,0.2994291488527664
lodo,attn,BD,KF589293.1.1200,BD,0.3202946718571484,0.3202946718571484,0.3202946718571484
lodo,attn,BD,JF797519.1.1303,BD,0.3310272143733325,0.3310272143733325,0.3310272143733325
lodo,attn,BD,JQ467804.1.1375,BD,0.3411396188665166,0.3411396188665166,0.3411396188665166
lodo,attn,BD,GQ358260.1.1206,BD,0.3577400413839966,0.3577400413839966,0.3577400413839966
lodo,attn,BD,EF519868.1.1382,BD,0.3687112563417849,0.3687112563417849,0.3687112563417849
lodo,attn,BD,KH493948.1.1328,BD,0.3847847730336465,0.3847847730336465,0.3847847730336465
lodo,attn,BD,AF338413.1.1408,BD,0.4514541505345697,0.4514541505345697,0.4514541505345697
lodo,attn,BD,KF722190.1.1261,BD,0.4551515350875097,0.4551515350875097,0.4551515350875097
lodo,attn,BD,HM294795.1.1361,BD,0.4685337461060851,0.4685337461060851,0.4685337461060851
lodo,attn,BD,FJ681576.1.1393,BD,0.5346144606237611,0.5346144606237611,0.5346144606237611
lodo,attn,BD,GQ491160.1.1334,BD,0.5561946689734438,0.5561946689734438,0.5561946689734438
lodo,attn,CAD,GQ897955.1.1488,Ctrl,-0.4982554799398399,-0.4982554799398399,-0.4982554799398399
lodo,attn,CAD,JQ460175.1.1343,Ctrl,-0.4764201726367815,-0.4764201726367815,-0.4764201726367815
lodo,attn,CAD,X65935.1.1488,Ctrl,-0.377705925939729,-0.377705925939729,-0.377705925939729
lodo,attn,CAD,HM317142.1.1384,Ctrl,-0.3550830785970902,-0.3550830785970902,-0.3550830785970902
lodo,attn,CAD,AY982398.1.1375,Ctrl,-0.352243975623298,-0.352243975623298,-0.352243975623298
lodo,attn,CAD,KF089553.1.1340,Ctrl,-0.3497007983878145,-0.3497007983878145,-0.3497007983878145
lodo,attn,CAD,MF188186.1.1280,Ctrl,-0.3206299382140499,-0.3206299382140499,-0.3206299382140499
lodo,attn,CAD,HL283484.1.1209,Ctrl,-0.3184992729313876,-0.3184992729313876,-0.3184992729313876
lodo,attn,CAD,KH493948.1.1328,Ctrl,-0.28634687816726,-0.28634687816726,-0.28634687816726
lodo,attn,CAD,JF703604.1.1513,Ctrl,-0.2770328034053692,-0.2770328034053692,-0.2770328034053692
lodo,attn,CAD,GQ491640.1.1266,Ctrl,-0.2486146815515369,-0.2486146815515369,-0.2486146815515369
lodo,attn,CAD,HQ806883.1.1241,Ctrl,-0.1907345466591917,-0.1907345466591917,-0.1907345466591917
lodo,attn,CAD,FAVI01000008.1703276.1704567,Ctrl,-0.1845536354012042,-0.1845536354012042,-0.1845536354012042
lodo,attn,CAD,KT021534.1.1267,Ctrl,-0.1694056485189786,-0.1694056485189786,-0.1694056485189786
lodo,attn,CAD,GQ491133.1.1360,Ctrl,-0.1658860931793083,-0.1658860931793083,-0.1658860931793083
lodo,attn,CAD,FJ370523.1.1357,Ctrl,-0.163556242301199,-0.163556242301199,-0.163556242301199
lodo,attn,CAD,LARF01000109.1.1225,Ctrl,-0.1603940819266645,-0.1603940819266645,-0.1603940819266645
lodo,attn,CAD,KR997600.1.1302,Ctrl,-0.1528126716790971,-0.1528126716790971,-0.1528126716790971
lodo,attn,CAD,DQ803510.1.1401,Ctrl,-0.1515612342753166,-0.1515612342753166,-0.1515612342753166
lodo,attn,CAD,KM406493.1.1445,Ctrl,-0.1476792844028938,-0.1476792844028938,-0.1476792844028938
lodo,attn,CAD,FJ503081.1.1238,Ctrl,-0.1473183639619699,-0.1473183639619699,-0.1473183639619699
lodo,attn,CAD,HQ814488.1.1424,Ctrl,-0.1448474181090543,-0.1448474181090543,-0.1448474181090543
lodo,attn,CAD,JQ467297.1.1208,Ctrl,-0.1426847968043458,-0.1426847968043458,-0.1426847968043458
lodo,attn,CAD,MH266246.1.1224,Ctrl,-0.1414404622788992,-0.1414404622788992,-0.1414404622788992
lodo,attn,CAD,KF097597.1.1350,Ctrl,-0.1412455106667547,-0.1412455106667547,-0.1412455106667547
lodo,attn,CAD,AB741663.1.1324,Ctrl,-0.1311102469786921,-0.1311102469786921,-0.1311102469786921
lodo,attn,CAD,DQ905133.1.1451,Ctrl,-0.1304565583360276,-0.1304565583360276,-0.1304565583360276
lodo,attn,CAD,HQ762996.1.1442,Ctrl,-0.1301470597150509,-0.1301470597150509,-0.1301470597150509
lodo,attn,CAD,DQ798603.1.1202,Ctrl,-0.1232754049907352,-0.1232754049907352,-0.1232754049907352
lodo,attn,CAD,DQ793742.1.1312,Ctrl,-0.1194336196861338,-0.1194336196861338,-0.1194336196861338
lodo,attn,CAD,JX096007.1.1204,Ctrl,-0.1194181950074428,-0.1194181950074428,-0.1194181950074428
lodo,attn,CAD,KR185326.1.1423,Ctrl,-0.1156359614439321,-0.1156359614439321,-0.1156359614439321
lodo,attn,CAD,AY911443.1.1200,Ctrl,-0.114941835340581,-0.114941835340581,-0.114941835340581
lodo,attn,CAD,HQ807284.1.1274,Ctrl,-0.1105859234121167,-0.1105859234121167,-0.1105859234121167
lodo,attn,CAD,HQ759687.1.1240,Ctrl,-0.1081540427340641,-0.1081540427340641,-0.1081540427340641
lodo,attn,CAD,KP334252.1.1211,Ctrl,-0.1072067416976104,-0.1072067416976104,-0.1072067416976104
lodo,attn,CAD,AY916210.1.1353,Ctrl,-0.1061443639260518,-0.1061443639260518,-0.1061443639260518
lodo,attn,CAD,FMFF01000017.506.2051,Ctrl,-0.1026394593551006,-0.1026394593551006,-0.1026394593551006
lodo,attn,CAD,MG675050.1.1274,Ctrl,-0.1002693521587624,-0.1002693521587624,-0.1002693521587624
lodo,attn,CAD,GQ492833.1.1370,Ctrl,-0.100018755167247,-0.100018755167247,-0.100018755167247
lodo,attn,CAD,ABDV01000025.23975.25492,Ctrl,-0.096624915113227,-0.096624915113227,-0.096624915113227
lodo,attn,CAD,JN698650.1.1277,Ctrl,-0.0943552494177362,-0.0943552494177362,-0.0943552494177362
lodo,attn,CAD,KR866070.1.1208,Ctrl,-0.0931847152803976,-0.0931847152803976,-0.0931847152803976
lodo,attn,CAD,JF057160.1.1343,Ctrl,-0.0927747365002309,-0.0927747365002309,-0.0927747365002309
lodo,attn,CAD,FJ371815.1.1309,Ctrl,-0.0917296429327859,-0.0917296429327859,-0.0917296429327859
lodo,attn,CAD,HM122049.1.1317,Ctrl,-0.0903916886143571,-0.0903916886143571,-0.0903916886143571
lodo,attn,CAD,FJ369308.1.1240,Ctrl,-0.0900952870774417,-0.0900952870774417,-0.0900952870774417
lodo,attn,CAD,DQ809148.1.1387,Ctrl,-0.0881503827828243,-0.0881503827828243,-0.0881503827828243
lodo,attn,CAD,DQ798267.1.1392,Ctrl,-0.0872881458831043,-0.0872881458831043,-0.0872881458831043
lodo,attn,CAD,DQ796718.1.1314,Ctrl,-0.0836533576690146,-0.0836533576690146,-0.0836533576690146
lodo,attn,CAD,HQ759766.1.1439,CAD,0.1590011234306284,0.1590011234306284,0.1590011234306284
lodo,attn,CAD,DQ800882.1.1387,CAD,0.1599128403550677,0.1599128403550677,0.1599128403550677
lodo,attn,CAD,HQ407299.1.1289,CAD,0.1599422719792246,0.1599422719792246,0.1599422719792246
lodo,attn,CAD,GQ492083.1.1349,CAD,0.1609153535888222,0.1609153535888222,0.1609153535888222
lodo,attn,CAD,DQ803561.1.1379,CAD,0.1631246120909983,0.1631246120909983,0.1631246120909983
lodo,attn,CAD,FJ371873.1.1224,CAD,0.16481550802668,0.16481550802668,0.16481550802668
lodo,attn,CAD,DQ795266.1.1352,CAD,0.1729380463553996,0.1729380463553996,0.1729380463553996
lodo,attn,CAD,JX048223.1.1400,CAD,0.174360742234536,0.174360742234536,0.174360742234536
lodo,attn,CAD,KF843026.1.1355,CAD,0.1745752087322631,0.1745752087322631,0.1745752087322631
lodo,attn,CAD,MK045820.1.1475,CAD,0.1757577611570365,0.1757577611570365,0.1757577611570365
lodo,attn,CAD,KY795327.1.1204,CAD,0.176017085363062,0.176017085363062,0.176017085363062
lodo,attn,CAD,DQ799425.1.1396,CAD,0.1760734006174195,0.1760734006174195,0.1760734006174195
lodo,attn,CAD,AB064919.1.1492,CAD,0.1761081617127944,0.1761081617127944,0.1761081617127944
lodo,attn,CAD,DQ806573.1.1391,CAD,0.1782267115538524,0.1782267115538524,0.1782267115538524
lodo,attn,CAD,KC160493.1.1379,CAD,0.1794533962979984,0.1794533962979984,0.1794533962979984
lodo,attn,CAD,FJ558299.1.1272,CAD,0.1803544944046455,0.1803544944046455,0.1803544944046455
lodo,attn,CAD,AJ278694.1.1411,CAD,0.1807885807202122,0.1807885807202122,0.1807885807202122
lodo,attn,CAD,Y18274.1.1429,CAD,0.181415817091492,0.181415817091492,0.181415817091492
lodo,attn,CAD,FJ802340.1.1203,CAD,0.1842050375784491,0.1842050375784491,0.1842050375784491
lodo,attn,CAD,HK241305.1.1237,CAD,0.1843777557110503,0.1843777557110503,0.1843777557110503
lodo,attn,CAD,MH447010.1.1277,CAD,0.1879212283550469,0.1879212283550469,0.1879212283550469
lodo,attn,CAD,JX095988.1.1318,CAD,0.1936400227425008,0.1936400227425008,0.1936400227425008
lodo,attn,CAD,KF098306.1.1368,CAD,0.2062425650012567,0.2062425650012567,0.2062425650012567
lodo,attn,CAD,AY169416.1.1303,CAD,0.2087473152175917,0.2087473152175917,0.2087473152175917
lodo,attn,CAD,HQ762383.1.1468,CAD,0.2098786575724274,0.2098786575724274,0.2098786575724274
lodo,attn,CAD,LT223572.1.1482,CAD,0.2164716051609088,0.2164716051609088,0.2164716051609088
lodo,attn,CAD,HK555573.1.1345,CAD,0.218037783849903,0.218037783849903,0.218037783849903
lodo,attn,CAD,GQ492440.1.1365,CAD,0.22285864820036,0.22285864820036,0.22285864820036
lodo,attn,CAD,JQ191031.1.1331,CAD,0.2358616262302645,0.2358616262302645,0.2358616262302645
lodo,attn,CAD,KP091745.1.1237,CAD,0.242931214953403,0.242931214953403,0.242931214953403
lodo,attn,CAD,AF473837.1.1440,CAD,0.2633343153146863,0.2633343153146863,0.2633343153146863
lodo,attn,CAD,DQ366691.1.1269,CAD,0.2890752241489335,0.2890752241489335,0.2890752241489335
lodo,attn,CAD,FJ364770.1.1339,CAD,0.3074002305115323,0.3074002305115323,0.3074002305115323
lodo,attn,CAD,FN547980.1.1210,CAD,0.3390096379066649,0.3390096379066649,0.3390096379066649
lodo,attn,CAD,FJ557734.1.1287,CAD,0.3418949591235578,0.3418949591235578,0.3418949591235578
lodo,attn,CAD,MH447050.1.1256,CAD,0.3496935593602322,0.3496935593602322,0.3496935593602322
lodo,attn,CAD,JX678705.1.1388,CAD,0.354388493416301,0.354388493416301,0.354388493416301
lodo,attn,CAD,FJ032587.1.1219,CAD,0.3582056674244344,0.3582056674244344,0.3582056674244344
lodo,attn,CAD,EF434343.1.1369,CAD,0.3602633885564053,0.3602633885564053,0.3602633885564053
lodo,attn,CAD,FJ558238.1.1275,CAD,0.4684837235157222,0.4684837235157222,0.4684837235157222
lodo,attn,CAD,FJ364835.1.1389,CAD,0.4745145281059402,0.4745145281059402,0.4745145281059402
lodo,attn,CAD,MG245801.1.1200,CAD,0.5051333824690623,0.5051333824690623,0.5051333824690623
lodo,attn,CAD,AY985264.1.1386,CAD,0.5133700068417647,0.5133700068417647,0.5133700068417647
lodo,attn,CAD,JN004064.1.1431,CAD,0.5425049231359381,0.5425049231359381,0.5425049231359381
lodo,attn,CAD,MH685147.1.1453,CAD,0.564703945424232,0.564703945424232,0.564703945424232
lodo,attn,CAD,JX095999.1.1410,CAD,0.6431968930941239,0.6431968930941239,0.6431968930941239
lodo,attn,CAD,FJ983115.1.1241,CAD,0.6646823917747597,0.6646823917747597,0.6646823917747597
lodo,attn,CAD,FJ975930.1.1341,CAD,1.4238616359584635,1.4238616359584635,1.4238616359584635
lodo,attn,CAD,JQ467804.1.1375,CAD,1.4949826758657834,1.4949826758657834,1.4949826758657834
lodo,attn,CAD,MH813973.1.1314,CAD,1.6008962402561897,1.6008962402561897,1.6008962402561897
lodo,attn,CRC,FJ369196.1.1353,Ctrl,-0.2358076644868366,-0.2358076644868366,-0.2358076644868366
lodo,attn,CRC,JQ186387.1.1365,Ctrl,-0.1874337031273313,-0.1874337031273313,-0.1874337031273313
lodo,attn,CRC,HQ766049.1.1250,Ctrl,-0.1852128696935709,-0.1852128696935709,-0.1852128696935709
lodo,attn,CRC,JF110835.1.1384,Ctrl,-0.1788604559588349,-0.1788604559588349,-0.1788604559588349
lodo,attn,CRC,KY003111.1.1207,Ctrl,-0.1707967174194321,-0.1707967174194321,-0.1707967174194321
lodo,attn,CRC,JX095969.1.1221,Ctrl,-0.1488831873272019,-0.1488831873272019,-0.1488831873272019
lodo,attn,CRC,FJ562129.1.1311,Ctrl,-0.1281367347841301,-0.1281367347841301,-0.1281367347841301
lodo,attn,CRC,FJ371179.1.1259,Ctrl,-0.1234618417387519,-0.1234618417387519,-0.1234618417387519
lodo,attn,CRC,JQ455437.1.1278,Ctrl,-0.1172187365915467,-0.1172187365915467,-0.1172187365915467
lodo,attn,CRC,HQ754370.1.1215,Ctrl,-0.1137198892169781,-0.1137198892169781,-0.1137198892169781
lodo,attn,CRC,CP024127.4095583.4097139,Ctrl,-0.112311223233851,-0.112311223233851,-0.112311223233851
lodo,attn,CRC,DQ799352.1.1291,Ctrl,-0.1085220023638573,-0.1085220023638573,-0.1085220023638573
lodo,attn,CRC,JX095820.1.1364,Ctrl,-0.1075760523055743,-0.1075760523055743,-0.1075760523055743
lodo,attn,CRC,AB639144.1.1469,Ctrl,-0.1049768949709357,-0.1049768949709357,-0.1049768949709357
lodo,attn,CRC,ABEZ02000015.506.1996,Ctrl,-0.1036999405959758,-0.1036999405959758,-0.1036999405959758
lodo,attn,CRC,FJ558299.1.1272,Ctrl,-0.1030134112203833,-0.1030134112203833,-0.1030134112203833
lodo,attn,CRC,DQ809511.1.1390,Ctrl,-0.0970237281026586,-0.0970237281026586,-0.0970237281026586
lodo,attn,CRC,HQ794846.1.1268,Ctrl,-0.0962365060022549,-0.0962365060022549,-0.0962365060022549
lodo,attn,CRC,FPLO01006297.16.1502,Ctrl,-0.0926675534443005,-0.0926675534443005,-0.0926675534443005
lodo,attn,CRC,DQ806077.1.1402,Ctrl,-0.0911903818207695,-0.0911903818207695,-0.0911903818207695
lodo,attn,CRC,FJ371195.1.1316,Ctrl,-0.0909638674541848,-0.0909638674541848,-0.0909638674541848
lodo,attn,CRC,GQ014215.1.1357,Ctrl,-0.0909451339677154,-0.0909451339677154,-0.0909451339677154
lodo,attn,CRC,MH266246.1.1224,Ctrl,-0.0908995025026823,-0.0908995025026823,-0.0908995025026823
lodo,attn,CRC,KY550379.1.1217,Ctrl,-0.087673990185743,-0.087673990185743,-0.087673990185743
lodo,attn,CRC,AP010969.19547.20881,Ctrl,-0.0874348796911623,-0.0874348796911623,-0.0874348796911623
lodo,attn,CRC,DQ808652.1.1281,Ctrl,-0.0823881060104923,-0.0823881060104923,-0.0823881060104923
lodo,attn,CRC,DQ793742.1.1312,Ctrl,-0.0820245836877963,-0.0820245836877963,-0.0820245836877963
lodo,attn,CRC,GQ492452.1.1220,Ctrl,-0.0800503189408335,-0.0800503189408335,-0.0800503189408335
lodo,attn,CRC,GQ492470.1.1319,Ctrl,-0.0797868406617784,-0.0797868406617784,-0.0797868406617784
lodo,attn,CRC,GQ144701.1.1205,Ctrl,-0.0790256130643341,-0.0790256130643341,-0.0790256130643341
lodo,attn,CRC,FJ369123.1.1313,Ctrl,-0.0780069566741205,-0.0780069566741205,-0.0780069566741205
lodo,attn,CRC,HQ806883.1.1241,Ctrl,-0.0772451351182636,-0.0772451351182636,-0.0772451351182636
lodo,attn,CRC,JQ191045.1.1353,Ctrl,-0.0770808542108185,-0.0770808542108185,-0.0770808542108185
lodo,attn,CRC,DQ441339.1.1318,Ctrl,-0.0766397850769298,-0.0766397850769298,-0.0766397850769298
lodo,attn,CRC,FJ363133.1.1363,Ctrl,-0.0761480595755743,-0.0761480595755743,-0.0761480595755743
lodo,attn,CRC,FJ368864.1.1363,Ctrl,-0.0756529139950548,-0.0756529139950548,-0.0756529139950548
lodo,attn,CRC,GQ491230.1.1350,Ctrl,-0.0755008146197537,-0.0755008146197537,-0.0755008146197537
lodo,attn,CRC,AY995251.1.1356,Ctrl,-0.0754396039571181,-0.0754396039571181,-0.0754396039571181
lodo,attn,CRC,DQ794603.1.1392,Ctrl,-0.0753973752250917,-0.0753973752250917,-0.0753973752250917
lodo,attn,CRC,DQ905725.1.1572,Ctrl,-0.0747375616703029,-0.0747375616703029,-0.0747375616703029
lodo,attn,CRC,DQ807031.1.1284,Ctrl,-0.072018103480658,-0.072018103480658,-0.072018103480658
lodo,attn,CRC,EF071211.1.1211,Ctrl,-0.0710880211390829,-0.0710880211390829,-0.0710880211390829
lodo,attn,CRC,FJ371776.1.1255,Ctrl,-0.0709471901873971,-0.0709471901873971,-0.0709471901873971
lodo,attn,CRC,KJ412985.1.1234,Ctrl,-0.0707463106899045,-0.0707463106899045,-0.0707463106899045
lodo,attn,CRC,EF402847.1.1496,Ctrl,-0.0704200972587087,-0.0704200972587087,-0.0704200972587087
lodo,attn,CRC,AY850535.1.1224,Ctrl,-0.0701762842088034,-0.0701762842088034,-0.0701762842088034
lodo,attn,CRC,KF072758.1.1379,Ctrl,-0.0701380835148397,-0.0701380835148397,-0.0701380835148397
lodo,attn,CRC,DQ807049.1.1401,Ctrl,-0.0700683259582366,-0.0700683259582366,-0.0700683259582366
lodo,attn,CRC,JN639385.1.1262,Ctrl,-0.0699037418173037,-0.0699037418173037,-0.0699037418173037
lodo,attn,CRC,EF434366.1.1353,Ctrl,-0.069656214960779,-0.069656214960779,-0.069656214960779
lodo,attn,CRC,DQ805904.1.1285,CRC,0.0996770205626579,0.0996770205626579,0.0996770205626579
lodo,attn,CRC,FJ363382.1.1367,CRC,0.0996977637271023,0.0996977637271023,0.0996977637271023
lodo,attn,CRC,HK241305.1.1237,CRC,0.1008789829161406,0.1008789829161406,0.1008789829161406
lodo,attn,CRC,GQ871721.1.1492,CRC,0.1060066547623656,0.1060066547623656,0.1060066547623656
lodo,attn,CRC,AY850447.1.1240,CRC,0.1067799524215034,0.1067799524215034,0.1067799524215034
lodo,attn,CRC,HQ785850.1.1200,CRC,0.1069037304299075,0.1069037304299075,0.1069037304299075
lodo,attn,CRC,EF401863.1.1477,CRC,0.1087934706462692,0.1087934706462692,0.1087934706462692
lodo,attn,CRC,FJ557765.1.1386,CRC,0.1090582228344036,0.1090582228344036,0.1090582228344036
lodo,attn,CRC,AM420266.1.1496,CRC,0.1100770299816065,0.1100770299816065,0.1100770299816065
lodo,attn,CRC,DQ798981.1.1383,CRC,0.1114799900866248,0.1114799900866248,0.1114799900866248
lodo,attn,CRC,AM420111.1.1380,CRC,0.1118123386913967,0.1118123386913967,0.1118123386913967
lodo,attn,CRC,DQ794369.1.1366,CRC,0.1137376570914888,0.1137376570914888,0.1137376570914888
lodo,attn,CRC,DQ803545.1.1390,CRC,0.1186115904669864,0.1186115904669864,0.1186115904669864
lodo,attn,CRC,KF084610.1.1355,CRC,0.119805707571164,0.119805707571164,0.119805707571164
lodo,attn,CRC,KF065074.1.1324,CRC,0.1210332191170256,0.1210332191170256,0.1210332191170256
lodo,attn,CRC,GQ175371.1.1438,CRC,0.1222119342902846,0.1222119342902846,0.1222119342902846
lodo,attn,CRC,JQ466236.1.1307,CRC,0.1233154698376187,0.1233154698376187,0.1233154698376187
lodo,attn,CRC,HK555826.1.1289,CRC,0.1237004587397688,0.1237004587397688,0.1237004587397688
lodo,attn,CRC,FJ367809.1.1347,CRC,0.1237755593006888,0.1237755593006888,0.1237755593006888
lodo,attn,CRC,KF411699.1.1355,CRC,0.1255708763939969,0.1255708763939969,0.1255708763939969
lodo,attn,CRC,JQ460165.1.1205,CRC,0.1286554194773623,0.1286554194773623,0.1286554194773623
lodo,attn,CRC,HK241686.1.1273,CRC,0.1340049050780916,0.1340049050780916,0.1340049050780916
lodo,attn,CRC,KX881777.1.1230,CRC,0.134734159118191,0.134734159118191,0.134734159118191
lodo,attn,CRC,AJ006962.1.1476,CRC,0.1365735156676661,0.1365735156676661,0.1365735156676661
lodo,attn,CRC,GQ491939.1.1201,CRC,0.1378566519727008,0.1378566519727008,0.1378566519727008
lodo,attn,CRC,MG245801.1.1200,CRC,0.1407408220972033,0.1407408220972033,0.1407408220972033
lodo,attn,CRC,DQ326634.1.1352,CRC,0.1461940288608806,0.1461940288608806,0.1461940288608806
lodo,attn,CRC,JF803519.1.1479,CRC,0.148713601004634,0.148713601004634,0.148713601004634
lodo,attn,CRC,JQ460153.1.1289,CRC,0.1500231905388852,0.1500231905388852,0.1500231905388852
lodo,attn,CRC,GQ014747.1.1357,CRC,0.1503023828689504,0.1503023828689504,0.1503023828689504
lodo,attn,CRC,GQ006702.1.1361,CRC,0.1599705813410397,0.1599705813410397,0.1599705813410397
lodo,attn,CRC,JX096007.1.1204,CRC,0.1703558598425797,0.1703558598425797,0.1703558598425797
lodo,attn,CRC,AM419999.1.1277,CRC,0.1845198782305595,0.1845198782305595,0.1845198782305595
lodo,attn,CRC,X55410.1.1333,CRC,0.1852723270007832,0.1852723270007832,0.1852723270007832
lodo,attn,CRC,GQ014737.1.1357,CRC,0.1921235323787057,0.1921235323787057,0.1921235323787057
lodo,attn,CRC,DQ794702.1.1380,CRC,0.1994680366445185,0.1994680366445185,0.1994680366445185
lodo,attn,CRC,KF100359.1.1360,CRC,0.2009555634825172,0.2009555634825172,0.2009555634825172
lodo,attn,CRC,FN178464.1.1428,CRC,0.2120737125760198,0.2120737125760198,0.2120737125760198
lodo,attn,CRC,KF101798.1.1358,CRC,0.2423988344835964,0.2423988344835964,0.2423988344835964
lodo,attn,CRC,KF843440.1.1336,CRC,0.2442639501910447,0.2442639501910447,0.2442639501910447
lodo,attn,CRC,FJ367645.1.1320,CRC,0.2548253808175852,0.2548253808175852,0.2548253808175852
lodo,attn,CRC,JQ449887.1.1241,CRC,0.2566104019016195,0.2566104019016195,0.2566104019016195
lodo,attn,CRC,JQ466159.1.1285,CRC,0.2610926597425601,0.2610926597425601,0.2610926597425601
lodo,attn,CRC,FJ947528.1.1381,CRC,0.2661812581050617,0.2661812581050617,0.2661812581050617
lodo,attn,CRC,GQ491160.1.1334,CRC,0.2989607838933389,0.2989607838933389,0.2989607838933389
lodo,attn,CRC,FJ792537.1.1368,CRC,0.3508979871557904,0.3508979871557904,0.3508979871557904
lodo,attn,CRC,AJ239312.1.1355,CRC,0.3527589468251024,0.3527589468251024,0.3527589468251024
lodo,attn,CRC,JQ467804.1.1375,CRC,0.7320043776661713,0.7320043776661713,0.7320043776661713
lodo,attn,CRC,JQ467142.1.1299,CRC,0.8434040010270221,0.8434040010270221,0.8434040010270221
lodo,attn,CRC,FJ557734.1.1287,CRC,1.0548485614051106,1.0548485614051106,1.0548485614051106
lodo,attn,GD,KF722436.1.1288,Ctrl,-1.691651094604422,-1.691651094604422,-1.691651094604422
lodo,attn,GD,HQ704868.1.1255,Ctrl,-0.4236614941146781,-0.4236614941146781,-0.4236614941146781
lodo,attn,GD,JQ460078.1.1253,Ctrl,-0.3102917491944588,-0.3102917491944588,-0.3102917491944588
lodo,attn,GD,DQ809291.1.1378,Ctrl,-0.3051575283689741,-0.3051575283689741,-0.3051575283689741
lodo,attn,GD,KF101789.1.1361,Ctrl,-0.3050722871099603,-0.3050722871099603,-0.3050722871099603
lodo,attn,GD,DQ804810.1.1224,Ctrl,-0.2988079634918252,-0.2988079634918252,-0.2988079634918252
lodo,attn,GD,DQ803256.1.1283,Ctrl,-0.2949158597337351,-0.2949158597337351,-0.2949158597337351
lodo,attn,GD,KP214597.3.1209,Ctrl,-0.2630239397674544,-0.2630239397674544,-0.2630239397674544
lodo,attn,GD,MNCJ01001253.264179.265409,Ctrl,-0.262505717023224,-0.262505717023224,-0.262505717023224
lodo,attn,GD,DQ794427.1.1242,Ctrl,-0.1921460194712426,-0.1921460194712426,-0.1921460194712426
lodo,attn,GD,AF129868.1.1462,Ctrl,-0.1880599479720039,-0.1880599479720039,-0.1880599479720039
