task,source,disease,fid,group,importance,importance_sample_pooled,importance_fold_pooled
lodo,attn,GD,EF071211.1.1211,Ctrl,-0.1871079652769255,-0.1871079652769255,-0.1871079652769255
lodo,attn,GD,GQ491419.1.1322,Ctrl,-0.1848298148869336,-0.1848298148869336,-0.1848298148869336
lodo,attn,GD,JQ607154.1.1324,Ctrl,-0.1809944935630124,-0.1809944935630124,-0.1809944935630124
lodo,attn,GD,FJ364700.1.1381,Ctrl,-0.1792528800906865,-0.1792528800906865,-0.1792528800906865
lodo,attn,GD,DQ805451.1.1283,Ctrl,-0.1778882886384648,-0.1778882886384648,-0.1778882886384648
lodo,attn,GD,JF110574.1.1364,Ctrl,-0.1744826012208374,-0.1744826012208374,-0.1744826012208374
lodo,attn,GD,JQ455365.1.1268,Ctrl,-0.1716156430506561,-0.1716156430506561,-0.1716156430506561
lodo,attn,GD,DQ824084.1.1291,Ctrl,-0.1703564524694723,-0.1703564524694723,-0.1703564524694723
lodo,attn,GD,GQ491939.1.1201,Ctrl,-0.1609952840545197,-0.1609952840545197,-0.1609952840545197
lodo,attn,GD,HQ769937.1.1427,Ctrl,-0.1579298595204436,-0.1579298595204436,-0.1579298595204436
lodo,attn,GD,FN667250.1.1445,Ctrl,-0.1563895009514004,-0.1563895009514004,-0.1563895009514004
lodo,attn,GD,GQ492203.1.1207,Ctrl,-0.1563040529564867,-0.1563040529564867,-0.1563040529564867
lodo,attn,GD,DQ797427.1.1369,Ctrl,-0.1500785215983387,-0.1500785215983387,-0.1500785215983387
lodo,attn,GD,FJ367045.1.1321,Ctrl,-0.149227779883954,-0.149227779883954,-0.149227779883954
lodo,attn,GD,DQ808514.1.1304,Ctrl,-0.1472214736392491,-0.1472214736392491,-0.1472214736392491
lodo,attn,GD,DQ412721.1.1377,Ctrl,-0.1468119267849953,-0.1468119267849953,-0.1468119267849953
lodo,attn,GD,AY850474.1.1227,Ctrl,-0.1463539090136354,-0.1463539090136354,-0.1463539090136354
lodo,attn,GD,FPLO01001141.16.1394,Ctrl,-0.1434645336254847,-0.1434645336254847,-0.1434645336254847
lodo,attn,GD,DQ807658.1.1289,Ctrl,-0.1425126235706489,-0.1425126235706489,-0.1425126235706489
lodo,attn,GD,DQ793420.1.1289,Ctrl,-0.1410035476388657,-0.1410035476388657,-0.1410035476388657
lodo,attn,GD,GQ448538.1.1391,Ctrl,-0.1409182143443486,-0.1409182143443486,-0.1409182143443486
lodo,attn,GD,AY976056.1.1346,Ctrl,-0.1406974708710067,-0.1406974708710067,-0.1406974708710067
lodo,attn,GD,AF371779.1.1452,Ctrl,-0.1391480984431208,-0.1391480984431208,-0.1391480984431208
lodo,attn,GD,JQ185418.1.1353,Ctrl,-0.137630369759878,-0.137630369759878,-0.137630369759878
lodo,attn,GD,DQ797516.1.1343,Ctrl,-0.1374296129652313,-0.1374296129652313,-0.1374296129652313
lodo,attn,GD,DQ823841.1.1286,Ctrl,-0.1368158199444875,-0.1368158199444875,-0.1368158199444875
lodo,attn,GD,GANG01039442.1.1206,Ctrl,-0.1363316731362211,-0.1363316731362211,-0.1363316731362211
lodo,attn,GD,JQ455259.1.1251,Ctrl,-0.1351677967620847,-0.1351677967620847,-0.1351677967620847
lodo,attn,GD,GQ492155.1.1200,Ctrl,-0.1350983665614427,-0.1350983665614427,-0.1350983665614427
lodo,attn,GD,FJ369860.1.1330,Ctrl,-0.1350036626126871,-0.1350036626126871,-0.1350036626126871
lodo,attn,GD,GQ448776.1.1365,Ctrl,-0.1335679446504366,-0.1335679446504366,-0.1335679446504366
lodo,attn,GD,KY550379.1.1217,Ctrl,-0.1334748677183507,-0.1334748677183507,-0.1334748677183507
lodo,attn,GD,JQ072133.1.1375,Ctrl,-0.1291333226523959,-0.1291333226523959,-0.1291333226523959
lodo,attn,GD,HW066288.1.1503,Ctrl,-0.1273011727226697,-0.1273011727226697,-0.1273011727226697
lodo,attn,GD,FJ367462.1.1355,Ctrl,-0.1252844035093998,-0.1252844035093998,-0.1252844035093998
lodo,attn,GD,FJ364934.1.1401,Ctrl,-0.1221486118146626,-0.1221486118146626,-0.1221486118146626
lodo,attn,GD,LARF01000109.1.1225,Ctrl,-0.1200281012130694,-0.1200281012130694,-0.1200281012130694
lodo,attn,GD,DQ905133.1.1451,Ctrl,-0.1178356097793306,-0.1178356097793306,-0.1178356097793306
lodo,attn,GD,KR185326.1.1423,Ctrl,-0.1170405623676305,-0.1170405623676305,-0.1170405623676305
lodo,attn,GD,JQ449806.1.1396,GD,0.0720683607343362,0.0720683607343362,0.0720683607343362
lodo,attn,GD,AY211542.1.1343,GD,0.0722775409334712,0.0722775409334712,0.0722775409334712
lodo,attn,GD,HQ176172.1.1485,GD,0.0728469104238975,0.0728469104238975,0.0728469104238975
lodo,attn,GD,FJ363389.1.1368,GD,0.0736741245248898,0.0736741245248898,0.0736741245248898
lodo,attn,GD,MH634690.1.1305,GD,0.0741975856386657,0.0741975856386657,0.0741975856386657
lodo,attn,GD,GQ493973.1.1202,GD,0.0752533401503558,0.0752533401503558,0.0752533401503558
lodo,attn,GD,GQ493585.1.1250,GD,0.0760161723843541,0.0760161723843541,0.0760161723843541
lodo,attn,GD,AY980959.1.1365,GD,0.0771476154373392,0.0771476154373392,0.0771476154373392
lodo,attn,GD,DQ800682.1.1204,GD,0.0774500098164104,0.0774500098164104,0.0774500098164104
lodo,attn,GD,FJ365305.1.1340,GD,0.0779054897351064,0.0779054897351064,0.0779054897351064
lodo,attn,GD,JF150483.1.1314,GD,0.0804019668827454,0.0804019668827454,0.0804019668827454
lodo,attn,GD,JX030308.1.1232,GD,0.080467788019776,0.080467788019776,0.080467788019776
lodo,attn,GD,JQ455620.1.1369,GD,0.0809483236617476,0.0809483236617476,0.0809483236617476
lodo,attn,GD,JX678705.1.1388,GD,0.0822494603423062,0.0822494603423062,0.0822494603423062
lodo,attn,GD,JF139928.1.1354,GD,0.0841451919644896,0.0841451919644896,0.0841451919644896
lodo,attn,GD,AY850500.1.1243,GD,0.0845348061743663,0.0845348061743663,0.0845348061743663
lodo,attn,GD,DQ794490.1.1288,GD,0.0857351776771445,0.0857351776771445,0.0857351776771445
lodo,attn,GD,FJ557701.1.1386,GD,0.0931580106961507,0.0931580106961507,0.0931580106961507
lodo,attn,GD,KJ412982.1.1209,GD,0.0943350719689179,0.0943350719689179,0.0943350719689179
lodo,attn,GD,KP265303.1.1279,GD,0.0951549621501108,0.0951549621501108,0.0951549621501108
lodo,attn,GD,JQ449983.1.1321,GD,0.0985512609496557,0.0985512609496557,0.0985512609496557
lodo,attn,GD,KF068512.1.1332,GD,0.1062309334023015,0.1062309334023015,0.1062309334023015
lodo,attn,GD,HQ760907.1.1439,GD,0.1067225793721331,0.1067225793721331,0.1067225793721331
lodo,attn,GD,HQ806883.1.1241,GD,0.1073586647578849,0.1073586647578849,0.1073586647578849
lodo,attn,GD,KY003111.1.1207,GD,0.1118298838521056,0.1118298838521056,0.1118298838521056
lodo,attn,GD,FJ371591.1.1208,GD,0.1131222414019568,0.1131222414019568,0.1131222414019568
lodo,attn,GD,FJ365103.1.1364,GD,0.1138136866210044,0.1138136866210044,0.1138136866210044
lodo,attn,GD,JF193507.1.1378,GD,0.1139614909664498,0.1139614909664498,0.1139614909664498
lodo,attn,GD,FJ558429.1.1212,GD,0.1162812612995445,0.1162812612995445,0.1162812612995445
lodo,attn,GD,FJ558124.1.1310,GD,0.1165165707418054,0.1165165707418054,0.1165165707418054
lodo,attn,GD,KF101754.1.1382,GD,0.1190235288091908,0.1190235288091908,0.1190235288091908
lodo,attn,GD,FJ371434.1.1338,GD,0.1229447411157404,0.1229447411157404,0.1229447411157404
lodo,attn,GD,ABQC02000019.758957.760260,GD,0.1271734062647098,0.1271734062647098,0.1271734062647098
lodo,attn,GD,EF404262.1.1485,GD,0.1362251287903554,0.1362251287903554,0.1362251287903554
lodo,attn,GD,MH924252.1.1200,GD,0.1496621562671997,0.1496621562671997,0.1496621562671997
lodo,attn,GD,JF021752.1.1274,GD,0.1690234520641594,0.1690234520641594,0.1690234520641594
lodo,attn,GD,HM046431.1.1200,GD,0.1752724918244366,0.1752724918244366,0.1752724918244366
lodo,attn,GD,JN004064.1.1431,GD,0.1763770404273982,0.1763770404273982,0.1763770404273982
lodo,attn,GD,DQ808173.1.1266,GD,0.18342975287436,0.18342975287436,0.18342975287436
lodo,attn,GD,MG675050.1.1274,GD,0.1957972570504353,0.1957972570504353,0.1957972570504353
lodo,attn,GD,JF122646.1.1384,GD,0.2018074611784857,0.2018074611784857,0.2018074611784857
lodo,attn,GD,EF096145.1.1253,GD,0.2075202336338182,0.2075202336338182,0.2075202336338182
lodo,attn,GD,MH813973.1.1314,GD,0.2353066940413734,0.2353066940413734,0.2353066940413734
lodo,attn,GD,FJ558427.1.1215,GD,0.2412301470538632,0.2412301470538632,0.2412301470538632
lodo,attn,GD,MG245801.1.1200,GD,0.2734154768619191,0.2734154768619191,0.2734154768619191
lodo,attn,GD,JQ455437.1.1278,GD,0.3137830461816195,0.3137830461816195,0.3137830461816195
lodo,attn,GD,KF067104.1.1358,GD,0.3285132821331585,0.3285132821331585,0.3285132821331585
lodo,attn,GD,HQ754370.1.1215,GD,0.4495025957805051,0.4495025957805051,0.4495025957805051
lodo,attn,GD,FJ558430.1.1233,GD,0.9332892444002578,0.9332892444002578,0.9332892444002578
lodo,attn,GD,EF519868.1.1382,GD,1.3788846535296295,1.3788846535296295,1.3788846535296295
lodo,attn,IBD,KJ874032.1.1319,Ctrl,-0.6751981767014057,-0.6751981767014057,-0.6751981767014057
lodo,attn,IBD,KJ874096.1.1303,Ctrl,-0.5985017042995395,-0.5985017042995395,-0.5985017042995395
lodo,attn,IBD,JN657222.1.1286,Ctrl,-0.505406522645024,-0.505406522645024,-0.505406522645024
lodo,attn,IBD,KM978308.1.1527,Ctrl,-0.4864375399194895,-0.4864375399194895,-0.4864375399194895
lodo,attn,IBD,GQ491419.1.1322,Ctrl,-0.4381381313210335,-0.4381381313210335,-0.4381381313210335
lodo,attn,IBD,GQ014737.1.1357,Ctrl,-0.4262609441233576,-0.4262609441233576,-0.4262609441233576
lodo,attn,IBD,EU776550.1.1288,Ctrl,-0.4162282470621304,-0.4162282470621304,-0.4162282470621304
lodo,attn,IBD,HK557112.1.1272,Ctrl,-0.3945348348910432,-0.3945348348910432,-0.3945348348910432
lodo,attn,IBD,GU432132.1.1203,Ctrl,-0.3911335505617486,-0.3911335505617486,-0.3911335505617486
lodo,attn,IBD,KF096013.1.1247,Ctrl,-0.3890921500626183,-0.3890921500626183,-0.3890921500626183
lodo,attn,IBD,DQ794702.1.1380,Ctrl,-0.3767437424125217,-0.3767437424125217,-0.3767437424125217
lodo,attn,IBD,KF100146.1.1366,Ctrl,-0.3624418773999275,-0.3624418773999275,-0.3624418773999275
lodo,attn,IBD,GQ491354.1.1233,Ctrl,-0.3239984378198144,-0.3239984378198144,-0.3239984378198144
lodo,attn,IBD,DQ798020.1.1303,Ctrl,-0.3239936193570391,-0.3239936193570391,-0.3239936193570391
lodo,attn,IBD,JF101079.1.1256,Ctrl,-0.3229801647123013,-0.3229801647123013,-0.3229801647123013
lodo,attn,IBD,JQ460153.1.1289,Ctrl,-0.3213484072807207,-0.3213484072807207,-0.3213484072807207
lodo,attn,IBD,KU881628.1.1200,Ctrl,-0.3168689312176788,-0.3168689312176788,-0.3168689312176788
lodo,attn,IBD,KF098872.1.1350,Ctrl,-0.3090096987366646,-0.3090096987366646,-0.3090096987366646
lodo,attn,IBD,FAUJ01000006.3367.4875,Ctrl,-0.3025178748321435,-0.3025178748321435,-0.3025178748321435
lodo,attn,IBD,JX030308.1.1232,Ctrl,-0.2967231542702781,-0.2967231542702781,-0.2967231542702781
lodo,attn,IBD,JQ457149.1.1334,Ctrl,-0.2923697599872615,-0.2923697599872615,-0.2923697599872615
lodo,attn,IBD,EF071318.1.1509,Ctrl,-0.2905678126582581,-0.2905678126582581,-0.2905678126582581
lodo,attn,IBD,GQ004007.1.1340,Ctrl,-0.286004435808566,-0.286004435808566,-0.286004435808566
lodo,attn,IBD,GQ031841.1.1347,Ctrl,-0.2784822309250051,-0.2784822309250051,-0.2784822309250051
lodo,attn,IBD,KP330262.1.1200,Ctrl,-0.2767921906472088,-0.2767921906472088,-0.2767921906472088
lodo,attn,IBD,GQ014659.1.1348,Ctrl,-0.275133741563132,-0.275133741563132,-0.275133741563132
lodo,attn,IBD,ACBX02000025.1.1217,Ctrl,-0.2743685517643461,-0.2743685517643461,-0.2743685517643461
lodo,attn,IBD,FNWE01000002.1073068.1074570,Ctrl,-0.2703704364247503,-0.2703704364247503,-0.2703704364247503
lodo,attn,IBD,FJ366441.1.1355,Ctrl,-0.2684013673504303,-0.2684013673504303,-0.2684013673504303
lodo,attn,IBD,EU458570.1.1390,Ctrl,-0.2672814455317605,-0.2672814455317605,-0.2672814455317605
lodo,attn,IBD,HM276114.1.1357,Ctrl,-0.2672289393167511,-0.2672289393167511,-0.2672289393167511
lodo,attn,IBD,HK240304.1.1331,Ctrl,-0.2645235573484339,-0.2645235573484339,-0.2645235573484339
lodo,attn,IBD,GQ014650.1.1368,Ctrl,-0.263010227527704,-0.263010227527704,-0.263010227527704
lodo,attn,IBD,LT700188.630817.632359,Ctrl,-0.2615316634537951,-0.2615316634537951,-0.2615316634537951
lodo,attn,IBD,GQ493169.1.1364,Ctrl,-0.2596612450845839,-0.2596612450845839,-0.2596612450845839
lodo,attn,IBD,KU324909.1.1217,Ctrl,-0.2552692836812927,-0.2552692836812927,-0.2552692836812927
lodo,attn,IBD,JF090188.1.1364,Ctrl,-0.2534909769766223,-0.2534909769766223,-0.2534909769766223
lodo,attn,IBD,HM262845.1.1341,Ctrl,-0.2533467389274129,-0.2533467389274129,-0.2533467389274129
lodo,attn,IBD,EU473498.1.1210,Ctrl,-0.2477397792745398,-0.2477397792745398,-0.2477397792745398
lodo,attn,IBD,JF120145.1.1346,Ctrl,-0.245442723234696,-0.245442723234696,-0.245442723234696
lodo,attn,IBD,MK131295.1.1339,Ctrl,-0.2434333198708494,-0.2434333198708494,-0.2434333198708494
lodo,attn,IBD,KF100217.1.1350,Ctrl,-0.2396363535733264,-0.2396363535733264,-0.2396363535733264
lodo,attn,IBD,DQ673535.1.1495,Ctrl,-0.2346513740936341,-0.2346513740936341,-0.2346513740936341
lodo,attn,IBD,MG245801.1.1200,Ctrl,-0.2342229217354154,-0.2342229217354154,-0.2342229217354154
lodo,attn,IBD,AQUW01000012.1.1214,Ctrl,-0.2336723357915985,-0.2336723357915985,-0.2336723357915985
lodo,attn,IBD,DQ793812.1.1284,Ctrl,-0.2293228263027666,-0.2293228263027666,-0.2293228263027666
lodo,attn,IBD,EU471747.1.1390,Ctrl,-0.2249763375309485,-0.2249763375309485,-0.2249763375309485
lodo,attn,IBD,HK241616.1.1264,Ctrl,-0.2247587478513585,-0.2247587478513585,-0.2247587478513585
lodo,attn,IBD,GQ492365.1.1332,Ctrl,-0.2222325703630026,-0.2222325703630026,-0.2222325703630026
lodo,attn,IBD,DQ804326.1.1231,Ctrl,-0.2221988348502835,-0.2221988348502835,-0.2221988348502835
lodo,attn,IBD,HAAC01027432.1.1206,IBD,0.0879354498404217,0.0879354498404217,0.0879354498404217
lodo,attn,IBD,JQ466236.1.1307,IBD,0.0886777363570347,0.0886777363570347,0.0886777363570347
lodo,attn,IBD,KX583579.1.1213,IBD,0.08959422003502,0.08959422003502,0.08959422003502
lodo,attn,IBD,AB525415.1.1503,IBD,0.0901718158386779,0.0901718158386779,0.0901718158386779
lodo,attn,IBD,HQ800862.1.1308,IBD,0.0909704035782274,0.0909704035782274,0.0909704035782274
lodo,attn,IBD,KF082861.1.1282,IBD,0.0918549539833329,0.0918549539833329,0.0918549539833329
lodo,attn,IBD,HQ758472.1.1481,IBD,0.0923827311565537,0.0923827311565537,0.0923827311565537
lodo,attn,IBD,DQ799541.1.1239,IBD,0.0945266323227676,0.0945266323227676,0.0945266323227676
lodo,attn,IBD,KF945090.1.1201,IBD,0.0956284738168533,0.0956284738168533,0.0956284738168533
lodo,attn,IBD,EF444719.1.1219,IBD,0.1037083118602984,0.1037083118602984,0.1037083118602984
lodo,attn,IBD,KY608259.1.1216,IBD,0.1070716753122905,0.1070716753122905,0.1070716753122905
lodo,attn,IBD,EU706021.1.1244,IBD,0.1072611161539298,0.1072611161539298,0.1072611161539298
lodo,attn,IBD,AP010969.19547.20881,IBD,0.1081879851777097,0.1081879851777097,0.1081879851777097
lodo,attn,IBD,FAGH01000127.1.1295,IBD,0.1086841206192343,0.1086841206192343,0.1086841206192343
lodo,attn,IBD,GQ492469.1.1357,IBD,0.1091915377102692,0.1091915377102692,0.1091915377102692
lodo,attn,IBD,FJ802321.1.1209,IBD,0.1125677155847645,0.1125677155847645,0.1125677155847645
lodo,attn,IBD,CVOZ01000362.1.1219,IBD,0.1132101756073364,0.1132101756073364,0.1132101756073364
lodo,attn,IBD,JN032883.1.1399,IBD,0.1162751109552526,0.1162751109552526,0.1162751109552526
lodo,attn,IBD,DQ799787.1.1286,IBD,0.1162766339877417,0.1162766339877417,0.1162766339877417
lodo,attn,IBD,JQ467796.1.1273,IBD,0.1175551452969505,0.1175551452969505,0.1175551452969505
lodo,attn,IBD,KT780158.1.1201,IBD,0.1189729048498435,0.1189729048498435,0.1189729048498435
lodo,attn,IBD,FJ557701.1.1386,IBD,0.1223047274208993,0.1223047274208993,0.1223047274208993
lodo,attn,IBD,JQ754335.1.1237,IBD,0.1225516008882477,0.1225516008882477,0.1225516008882477
lodo,attn,IBD,FJ362751.1.1348,IBD,0.1289391692353463,0.1289391692353463,0.1289391692353463
lodo,attn,IBD,KU291315.1.1376,IBD,0.1291220861571645,0.1291220861571645,0.1291220861571645
lodo,attn,IBD,JX096007.1.1204,IBD,0.1299189160017011,0.1299189160017011,0.1299189160017011
lodo,attn,IBD,DQ440555.1.1321,IBD,0.1328245464724453,0.1328245464724453,0.1328245464724453
lodo,attn,IBD,MK095934.1.1303,IBD,0.1337166899370668,0.1337166899370668,0.1337166899370668
lodo,attn,IBD,KF079674.1.1363,IBD,0.1350558360883633,0.1350558360883633,0.1350558360883633
lodo,attn,IBD,HK241304.1.1252,IBD,0.1357549167768296,0.1357549167768296,0.1357549167768296
lodo,attn,IBD,JQ522962.1.1258,IBD,0.1359083962118391,0.1359083962118391,0.1359083962118391
lodo,attn,IBD,HQ802530.1.1345,IBD,0.1388283614971381,0.1388283614971381,0.1388283614971381
lodo,attn,IBD,AF338413.1.1408,IBD,0.1388304306753292,0.1388304306753292,0.1388304306753292
lodo,attn,IBD,EU156766.1.1269,IBD,0.1509132497788035,0.1509132497788035,0.1509132497788035
lodo,attn,IBD,HG800468.1.1200,IBD,0.158323261878971,0.158323261878971,0.158323261878971
lodo,attn,IBD,HK241147.1.1296,IBD,0.1671448088477709,0.1671448088477709,0.1671448088477709
lodo,attn,IBD,DQ804982.1.1277,IBD,0.1672309125937764,0.1672309125937764,0.1672309125937764
lodo,attn,IBD,KX881777.1.1230,IBD,0.169641045125165,0.169641045125165,0.169641045125165
lodo,attn,IBD,GQ448318.1.1256,IBD,0.1752999104304382,0.1752999104304382,0.1752999104304382
lodo,attn,IBD,HK694993.1.1204,IBD,0.1780741043268331,0.1780741043268331,0.1780741043268331
lodo,attn,IBD,AF473834.1.1411,IBD,0.1838805293367562,0.1838805293367562,0.1838805293367562
lodo,attn,IBD,KH493948.1.1328,IBD,0.2148313768062631,0.2148313768062631,0.2148313768062631
lodo,attn,IBD,GQ491160.1.1334,IBD,0.2242928156644856,0.2242928156644856,0.2242928156644856
lodo,attn,IBD,EU530381.1.1295,IBD,0.2352949553736777,0.2352949553736777,0.2352949553736777
lodo,attn,IBD,JQ467142.1.1299,IBD,0.2419049252317227,0.2419049252317227,0.2419049252317227
lodo,attn,IBD,JQ466159.1.1285,IBD,0.2684637002837016,0.2684637002837016,0.2684637002837016
lodo,attn,IBD,JQ467788.1.1220,IBD,0.2877913024158125,0.2877913024158125,0.2877913024158125
lodo,attn,IBD,JQ449887.1.1241,IBD,0.3242124545632503,0.3242124545632503,0.3242124545632503
lodo,attn,IBD,FJ557734.1.1287,IBD,0.5066037573166582,0.5066037573166582,0.5066037573166582
lodo,attn,IBD,JQ467804.1.1375,IBD,0.5744589543713214,0.5744589543713214,0.5744589543713214
lodo,attn,IBS,JQ460118.1.1339,Ctrl,-0.2178544971378233,-0.2178544971378233,-0.2178544971378233
lodo,attn,IBS,KF096013.1.1247,Ctrl,-0.1652474929656904,-0.1652474929656904,-0.1652474929656904
lodo,attn,IBS,KF098874.1.1361,Ctrl,-0.1470897759972335,-0.1470897759972335,-0.1470897759972335
lodo,attn,IBS,DQ174182.1.1339,Ctrl,-0.1267513979739154,-0.1267513979739154,-0.1267513979739154
lodo,attn,IBS,GQ047146.1.1361,Ctrl,-0.116924554459203,-0.116924554459203,-0.116924554459203
lodo,attn,IBS,KF100217.1.1350,Ctrl,-0.1027856740007312,-0.1027856740007312,-0.1027856740007312
lodo,attn,IBS,KP644774.1.1203,Ctrl,-0.0997508918491094,-0.0997508918491094,-0.0997508918491094
lodo,attn,IBS,KT886066.1.1491,Ctrl,-0.0932474137485094,-0.0932474137485094,-0.0932474137485094
lodo,attn,IBS,DQ796116.1.1201,Ctrl,-0.0922588450310665,-0.0922588450310665,-0.0922588450310665
lodo,attn,IBS,FJ366863.1.1336,Ctrl,-0.0830889717311526,-0.0830889717311526,-0.0830889717311526
lodo,attn,IBS,HM276114.1.1357,Ctrl,-0.0812921861909601,-0.0812921861909601,-0.0812921861909601
lodo,attn,IBS,HK241616.1.1264,Ctrl,-0.077721906045519,-0.077721906045519,-0.077721906045519
lodo,attn,IBS,JQ189159.1.1329,Ctrl,-0.0775152853324116,-0.0775152853324116,-0.0775152853324116
lodo,attn,IBS,JF120145.1.1346,Ctrl,-0.0727675047024389,-0.0727675047024389,-0.0727675047024389
lodo,attn,IBS,HQ808998.1.1217,Ctrl,-0.0711883690851811,-0.0711883690851811,-0.0711883690851811
lodo,attn,IBS,EF071318.1.1509,Ctrl,-0.0708493998710127,-0.0708493998710127,-0.0708493998710127
lodo,attn,IBS,KF084442.1.1326,Ctrl,-0.0705926192996306,-0.0705926192996306,-0.0705926192996306
lodo,attn,IBS,JQ183604.1.1344,Ctrl,-0.0699587751538453,-0.0699587751538453,-0.0699587751538453
lodo,attn,IBS,KJ412982.1.1209,Ctrl,-0.0675529674148215,-0.0675529674148215,-0.0675529674148215
lodo,attn,IBS,FJ362935.1.1246,Ctrl,-0.0665656820499484,-0.0665656820499484,-0.0665656820499484
lodo,attn,IBS,GQ014605.1.1316,Ctrl,-0.0654953592070677,-0.0654953592070677,-0.0654953592070677
lodo,attn,IBS,GQ006259.1.1327,Ctrl,-0.0652509621099681,-0.0652509621099681,-0.0652509621099681
lodo,attn,IBS,KR514582.1.1245,Ctrl,-0.0648739274664794,-0.0648739274664794,-0.0648739274664794
lodo,attn,IBS,GQ014659.1.1348,Ctrl,-0.0606623016419983,-0.0606623016419983,-0.0606623016419983
lodo,attn,IBS,AB639144.1.1469,Ctrl,-0.0598803827754398,-0.0598803827754398,-0.0598803827754398
lodo,attn,IBS,FJ362793.1.1323,Ctrl,-0.0592075173917093,-0.0592075173917093,-0.0592075173917093
lodo,attn,IBS,FJ371714.1.1327,Ctrl,-0.0588232761146541,-0.0588232761146541,-0.0588232761146541
lodo,attn,IBS,KF100146.1.1366,Ctrl,-0.0586657741462402,-0.0586657741462402,-0.0586657741462402
lodo,attn,IBS,DQ800598.1.1280,Ctrl,-0.0577253642700001,-0.0577253642700001,-0.0577253642700001
lodo,attn,IBS,HQ807536.1.1382,Ctrl,-0.0574968222451615,-0.0574968222451615,-0.0574968222451615
lodo,attn,IBS,FJ367613.1.1364,Ctrl,-0.0569717913067641,-0.0569717913067641,-0.0569717913067641
lodo,attn,IBS,DQ793375.1.1380,Ctrl,-0.056938877132252,-0.056938877132252,-0.056938877132252
lodo,attn,IBS,HM007586.1.1312,Ctrl,-0.0566192622057699,-0.0566192622057699,-0.0566192622057699
lodo,attn,IBS,GQ014254.1.1331,Ctrl,-0.0550182902804465,-0.0550182902804465,-0.0550182902804465
lodo,attn,IBS,FJ363825.1.1342,Ctrl,-0.0546095789418106,-0.0546095789418106,-0.0546095789418106
lodo,attn,IBS,DQ809079.1.1285,Ctrl,-0.054243495123259,-0.054243495123259,-0.054243495123259
lodo,attn,IBS,EF071211.1.1211,Ctrl,-0.05284018629036,-0.05284018629036,-0.05284018629036
lodo,attn,IBS,KF099033.1.1342,Ctrl,-0.0527233598943431,-0.0527233598943431,-0.0527233598943431
lodo,attn,IBS,KJ874152.1.1320,Ctrl,-0.0520100853859893,-0.0520100853859893,-0.0520100853859893
lodo,attn,IBS,DQ801561.1.1347,Ctrl,-0.0516588324732083,-0.0516588324732083,-0.0516588324732083
lodo,attn,IBS,HM262845.1.1341,Ctrl,-0.0515381515333729,-0.0515381515333729,-0.0515381515333729
lodo,attn,IBS,AB547672.1.1495,Ctrl,-0.0514134429021429,-0.0514134429021429,-0.0514134429021429
lodo,attn,IBS,ABIK02000013.103269.104574,Ctrl,-0.0513747858285311,-0.0513747858285311,-0.0513747858285311
lodo,attn,IBS,DQ809097.1.1288,Ctrl,-0.0493843456763126,-0.0493843456763126,-0.0493843456763126
lodo,attn,IBS,GQ014216.1.1367,Ctrl,-0.048431132634337,-0.048431132634337,-0.048431132634337
lodo,attn,IBS,GQ003913.1.1349,Ctrl,-0.0482443163531559,-0.0482443163531559,-0.0482443163531559
lodo,attn,IBS,ACCF01000268.3369.4627,Ctrl,-0.0482375471824883,-0.0482375471824883,-0.0482375471824883
lodo,attn,IBS,DQ797315.1.1283,Ctrl,-0.0480405650028319,-0.0480405650028319,-0.0480405650028319
lodo,attn,IBS,JQ855568.1.1203,Ctrl,-0.0478973212086199,-0.0478973212086199,-0.0478973212086199
lodo,attn,IBS,KF089451.1.1359,Ctrl,-0.0477748329158363,-0.0477748329158363,-0.0477748329158363
lodo,attn,IBS,FJ505502.1.1373,IBS,0.0614460116991709,0.0614460116991709,0.0614460116991709
lodo,attn,IBS,FJ367316.1.1275,IBS,0.0618379711533482,0.0618379711533482,0.0618379711533482
lodo,attn,IBS,EF025258.1.1286,IBS,0.0621920799232381,0.0621920799232381,0.0621920799232381
lodo,attn,IBS,KC000059.1.1295,IBS,0.0627687205906472,0.0627687205906472,0.0627687205906472
lodo,attn,IBS,EF401863.1.1477,IBS,0.0641483657090397,0.0641483657090397,0.0641483657090397
lodo,attn,IBS,AF338413.1.1408,IBS,0.0644955219038485,0.0644955219038485,0.0644955219038485
lodo,attn,IBS,GQ492365.1.1332,IBS,0.0645337388312412,0.0645337388312412,0.0645337388312412
lodo,attn,IBS,FJ367949.1.1334,IBS,0.0649278418653708,0.0649278418653708,0.0649278418653708
lodo,attn,IBS,JX096007.1.1204,IBS,0.0649577858363934,0.0649577858363934,0.0649577858363934
lodo,attn,IBS,GQ492466.1.1344,IBS,0.065061898675867,0.065061898675867,0.065061898675867
lodo,attn,IBS,AY684386.1.1444,IBS,0.0657102183572754,0.0657102183572754,0.0657102183572754
lodo,attn,IBS,HQ814833.1.1443,IBS,0.0668039759300534,0.0668039759300534,0.0668039759300534
lodo,attn,IBS,ACBX02000025.1.1217,IBS,0.0670607570419413,0.0670607570419413,0.0670607570419413
lodo,attn,IBS,GQ175371.1.1438,IBS,0.0673800803239202,0.0673800803239202,0.0673800803239202
lodo,attn,IBS,HQ781014.1.1454,IBS,0.0675806268760566,0.0675806268760566,0.0675806268760566
lodo,attn,IBS,HK240825.1.1267,IBS,0.0679236271007634,0.0679236271007634,0.0679236271007634
