sample_file_name	sample_name	category
GCF_001042615.1_genomic.fna	GCF_001042615.1	geome
GCF_001042635.1_genomic.fna	GCF_001042635.1	geome
GCF_001042655.1_genomic.fna	GCF_001042655.1	geome
GCF_001042675.1_genomic.fna	GCF_001042675.1	geome
GCF_001042985.1_genomic.fna	GCF_001042985.1	geome
GCF_001045675.1_genomic.fna	GCF_001045675.1	geome
GCF_001061665.1_genomic.fna	GCF_001061665.1	geome
GCF_001064145.1_genomic.fna	GCF_001064145.1	geome
GCF_001070855.1_genomic.fna	GCF_001070855.1	geome
GCF_001071995.1_genomic.fna	GCF_001071995.1	geome
GCF_001072385.1_genomic.fna	GCF_001072385.1	geome
GCF_001072465.1_genomic.fna	GCF_001072465.1	geome
GCF_001077535.1_genomic.fna	GCF_001077535.1	geome
GCF_001182045.1_genomic.fna	GCF_001182045.1	geome
GCF_001185345.1_genomic.fna	GCF_001185345.1	geome
GCF_001190745.1_genomic.fna	GCF_001190745.1	geome
GCF_001244995.1_genomic.fna	GCF_001244995.1	geome
GCF_001261775.1_genomic.fna	GCF_001261775.1	geome
GCF_001263395.1_genomic.fna	GCF_001263395.1	geome
GCF_001277215.2_genomic.fna	GCF_001277215.2	geome
GCF_001278845.1_genomic.fna	GCF_001278845.1	geome
GCF_001286805.1_genomic.fna	GCF_001286805.1	geome
GCF_001294645.1_genomic.fna	GCF_001294645.1	geome
GCF_001297065.1_genomic.fna	GCF_001297065.1	geome
GCF_001299475.1_genomic.fna	GCF_001299475.1	geome
GCF_001303895.1_genomic.fna	GCF_001303895.1	geome
GCF_001314995.1_genomic.fna	GCF_001314995.1	geome
GCF_001423085.1_genomic.fna	GCF_001423085.1	geome
GCF_001434465.1_genomic.fna	GCF_001434465.1	geome
GCF_001434705.1_genomic.fna	GCF_001434705.1	geome
GCF_001434895.1_genomic.fna	GCF_001434895.1	geome
GCF_001434975.1_genomic.fna	GCF_001434975.1	geome
GCF_001435315.1_genomic.fna	GCF_001435315.1	geome
GCF_001441165.1_genomic.fna	GCF_001441165.1	geome
GCF_001457435.1_genomic.fna	GCF_001457435.1	geome
GCF_001457475.1_genomic.fna	GCF_001457475.1	geome
GCF_001457555.1_genomic.fna	GCF_001457555.1	geome
GCF_001457695.1_genomic.fna	GCF_001457695.1	geome
GCF_001458595.1_genomic.fna	GCF_001458595.1	geome
GCF_001469025.1_genomic.fna	GCF_001469025.1	geome
GCF_001486165.1_genomic.fna	GCF_001486165.1	geome
GCF_001486445.1_genomic.fna	GCF_001486445.1	geome
GCF_001487105.1_genomic.fna	GCF_001487105.1	geome
GCF_001487125.1_genomic.fna	GCF_001487125.1	geome
GCF_001494635.1_genomic.fna	GCF_001494635.1	geome
GCF_001517935.1_genomic.fna	GCF_001517935.1	geome
GCF_001519075.1_genomic.fna	GCF_001519075.1	geome
GCF_001542855.1_genomic.fna	GCF_001542855.1	geome
GCF_001543105.1_genomic.fna	GCF_001543105.1	geome
GCF_001544275.1_genomic.fna	GCF_001544275.1	geome
GCF_001552295.1_genomic.fna	GCF_001552295.1	geome
GCF_001552785.1_genomic.fna	GCF_001552785.1	geome
GCF_001553005.1_genomic.fna	GCF_001553005.1	geome
GCF_001553265.1_genomic.fna	GCF_001553265.1	geome
GCF_001553405.1_genomic.fna	GCF_001553405.1	geome
GCF_001553565.1_genomic.fna	GCF_001553565.1	geome
GCF_001553605.1_genomic.fna	GCF_001553605.1	geome
GCF_001553855.1_genomic.fna	GCF_001553855.1	geome
GCF_001559795.1_genomic.fna	GCF_001559795.1	geome
GCF_001561955.1_genomic.fna	GCF_001561955.1	geome
GCF_001570905.1_genomic.fna	GCF_001570905.1	geome
GCF_001570925.1_genomic.fna	GCF_001570925.1	geome
GCF_001580365.1_genomic.fna	GCF_001580365.1	geome
GCF_001580535.1_genomic.fna	GCF_001580535.1	geome
GCF_001584615.1_genomic.fna	GCF_001584615.1	geome
GCF_001586165.1_genomic.fna	GCF_001586165.1	geome
GCF_001591265.1_genomic.fna	GCF_001591265.1	geome
GCF_001591685.1_genomic.fna	GCF_001591685.1	geome
GCF_001591765.1_genomic.fna	GCF_001591765.1	geome
GCF_001591845.1_genomic.fna	GCF_001591845.1	geome
GCF_001598795.1_genomic.fna	GCF_001598795.1	geome
GCF_001675285.1_genomic.fna	GCF_001675285.1	geome
GCF_001678845.1_genomic.fna	GCF_001678845.1	geome
GCF_001685415.1_genomic.fna	GCF_001685415.1	geome
GCF_001700965.1_genomic.fna	GCF_001700965.1	geome
GCF_001701045.1_genomic.fna	GCF_001701045.1	geome
GCF_001717505.1_genomic.fna	GCF_001717505.1	geome
GCF_001746205.1_genomic.fna	GCF_001746205.1	geome
GCF_001815865.1_genomic.fna	GCF_001815865.1	geome
GCF_001815905.1_genomic.fna	GCF_001815905.1	geome
GCF_001875725.1_genomic.fna	GCF_001875725.1	geome
GCF_001880325.1_genomic.fna	GCF_001880325.1	geome
GCF_001941485.1_genomic.fna	GCF_001941485.1	geome
GCF_001941965.1_genomic.fna	GCF_001941965.1	geome
GCF_001945525.1_genomic.fna	GCF_001945525.1	geome
GCF_001945605.1_genomic.fna	GCF_001945605.1	geome
GCF_001953955.1_genomic.fna	GCF_001953955.1	geome
GCF_001975225.1_genomic.fna	GCF_001975225.1	geome
GCF_002014855.1_genomic.fna	GCF_002014855.1	geome
GCF_002015035.1_genomic.fna	GCF_002015035.1	geome
GCF_002015045.1_genomic.fna	GCF_002015045.1	geome
GCF_002019705.1_genomic.fna	GCF_002019705.1	geome
GCF_002021815.1_genomic.fna	GCF_002021815.1	geome
GCF_002024805.1_genomic.fna	GCF_002024805.1	geome
GCF_002055535.1_genomic.fna	GCF_002055535.1	geome
GCF_002075345.1_genomic.fna	GCF_002075345.1	geome
GCF_002094975.1_genomic.fna	GCF_002094975.1	geome
GCF_002159175.1_genomic.fna	GCF_002159175.1	geome
GCF_002160145.1_genomic.fna	GCF_002160145.1	geome
GCF_002160325.1_genomic.fna	GCF_002160325.1	geome
GCF_002160865.1_genomic.fna	GCF_002160865.1	geome
GCF_002161175.1_genomic.fna	GCF_002161175.1	geome
GCF_002163585.1_genomic.fna	GCF_002163585.1	geome
GCF_002165255.2_genomic.fna	GCF_002165255.2	geome
GCF_002221595.1_genomic.fna	GCF_002221595.1	geome
GCF_002234575.2_genomic.fna	GCF_002234575.2	geome
GCF_002240055.1_genomic.fna	GCF_002240055.1	geome
GCF_002245625.1_genomic.fna	GCF_002245625.1	geome
GCF_002251385.1_genomic.fna	GCF_002251385.1	geome
GCF_002254085.1_genomic.fna	GCF_002254085.1	geome
GCF_002265625.1_genomic.fna	GCF_002265625.1	geome
GCF_002269255.1_genomic.fna	GCF_002269255.1	geome
GCF_002270485.1_genomic.fna	GCF_002270485.1	geome
GCF_002310375.3_genomic.fna	GCF_002310375.3	geome
GCF_002351485.1_genomic.fna	GCF_002351485.1	geome
GCF_002374835.1_genomic.fna	GCF_002374835.1	geome
GCF_002441715.1_genomic.fna	GCF_002441715.1	geome
GCF_002441855.2_genomic.fna	GCF_002441855.2	geome
GCF_002441885.1_genomic.fna	GCF_002441885.1	geome
GCF_002549775.1_genomic.fna	GCF_002549775.1	geome
GCF_002706375.1_genomic.fna	GCF_002706375.1	geome
GCF_002735305.1_genomic.fna	GCF_002735305.1	geome
GCF_002742445.1_genomic.fna	GCF_002742445.1	geome
GCF_002763915.1_genomic.fna	GCF_002763915.1	geome
GCF_002797975.1_genomic.fna	GCF_002797975.1	geome
GCF_002802915.1_genomic.fna	GCF_002802915.1	geome
GCF_002846575.1_genomic.fna	GCF_002846575.1	geome
GCF_002847525.1_genomic.fna	GCF_002847525.1	geome
GCF_002847545.1_genomic.fna	GCF_002847545.1	geome
GCF_002874775.1_genomic.fna	GCF_002874775.1	geome
GCF_002899695.1_genomic.fna	GCF_002899695.1	geome
GCF_002899715.1_genomic.fna	GCF_002899715.1	geome
GCF_002901845.1_genomic.fna	GCF_002901845.1	geome
GCF_002921145.1_genomic.fna	GCF_002921145.1	geome
GCF_002925905.1_genomic.fna	GCF_002925905.1	geome
GCF_002934665.1_genomic.fna	GCF_002934665.1	geome
GCF_002959775.1_genomic.fna	GCF_002959775.1	geome
GCF_002959855.1_genomic.fna	GCF_002959855.1	geome
GCF_002959895.1_genomic.fna	GCF_002959895.1	geome
GCF_002959915.1_genomic.fna	GCF_002959915.1	geome
GCF_002959965.1_genomic.fna	GCF_002959965.1	geome
GCF_002998295.1_genomic.fna	GCF_002998295.1	geome
GCF_003008695.1_genomic.fna	GCF_003008695.1	geome
GCF_003010495.1_genomic.fna	GCF_003010495.1	geome
GCF_003019695.1_genomic.fna	GCF_003019695.1	geome
GCF_003024805.1_genomic.fna	GCF_003024805.1	geome
GCF_003024925.1_genomic.fna	GCF_003024925.1	geome
GCF_003043945.1_genomic.fna	GCF_003043945.1	geome
GCF_003048575.1_genomic.fna	GCF_003048575.1	geome
GCF_003096415.1_genomic.fna	GCF_003096415.1	geome
GCF_003096815.1_genomic.fna	GCF_003096815.1	geome
GCF_003100395.1_genomic.fna	GCF_003100395.1	geome
GCF_003111605.1_genomic.fna	GCF_003111605.1	geome
GCF_003129905.1_genomic.fna	GCF_003129905.1	geome
GCF_003130205.1_genomic.fna	GCF_003130205.1	geome
GCF_003268275.1_genomic.fna	GCF_003268275.1	geome
GCF_003287405.1_genomic.fna	GCF_003287405.1	geome
GCF_003287455.1_genomic.fna	GCF_003287455.1	geome
GCF_003293695.1_genomic.fna	GCF_003293695.1	geome
GCF_003313335.1_genomic.fna	GCF_003313335.1	geome
GCF_003324185.1_genomic.fna	GCF_003324185.1	geome
GCF_003339815.1_genomic.fna	GCF_003339815.1	geome
GCF_003351405.1_genomic.fna	GCF_003351405.1	geome
GCF_003367905.1_genomic.fna	GCF_003367905.1	geome
GCF_003386865.1_genomic.fna	GCF_003386865.1	geome
GCF_003402575.1_genomic.fna	GCF_003402575.1	geome
GCF_003416765.1_genomic.fna	GCF_003416765.1	geome
GCF_003438075.1_genomic.fna	GCF_003438075.1	geome
GCF_003458705.1_genomic.fna	GCF_003458705.1	geome
GCF_003458715.1_genomic.fna	GCF_003458715.1	geome
GCF_003461245.1_genomic.fna	GCF_003461245.1	geome
GCF_003461955.1_genomic.fna	GCF_003461955.1	geome
GCF_003466125.1_genomic.fna	GCF_003466125.1	geome
GCF_003470665.1_genomic.fna	GCF_003470665.1	geome
GCF_003473545.1_genomic.fna	GCF_003473545.1	geome
GCF_003477605.1_genomic.fna	GCF_003477605.1	geome
GCF_003478335.1_genomic.fna	GCF_003478335.1	geome
GCF_003478445.1_genomic.fna	GCF_003478445.1	geome
GCF_003480435.1_genomic.fna	GCF_003480435.1	geome
GCF_003481985.1_genomic.fna	GCF_003481985.1	geome
GCF_003574295.1_genomic.fna	GCF_003574295.1	geome
GCF_003574625.1_genomic.fna	GCF_003574625.1	geome
GCF_003576525.1_genomic.fna	GCF_003576525.1	geome
GCF_003609995.1_genomic.fna	GCF_003609995.1	geome
GCF_003628755.1_genomic.fna	GCF_003628755.1	geome
GCF_003636935.1_genomic.fna	GCF_003636935.1	geome
GCF_003688615.2_genomic.fna	GCF_003688615.2	geome
GCF_003692615.1_genomic.fna	GCF_003692615.1	geome
GCF_003697165.2_genomic.fna	GCF_003697165.2	geome
GCF_003752405.1_genomic.fna	GCF_003752405.1	geome
GCF_003818115.1_genomic.fna	GCF_003818115.1	geome
GCF_003856525.1_genomic.fna	GCF_003856525.1	geome
GCF_003860215.1_genomic.fna	GCF_003860215.1	geome
GCF_003860525.1_genomic.fna	GCF_003860525.1	geome
GCF_003862485.1_genomic.fna	GCF_003862485.1	geome
GCF_003933735.1_genomic.fna	GCF_003933735.1	geome
GCF_003934285.1_genomic.fna	GCF_003934285.1	geome
GCF_003943755.1_genomic.fna	GCF_003943755.1	geome
GCF_003950515.1_genomic.fna	GCF_003950515.1	geome
GCF_003952265.1_genomic.fna	GCF_003952265.1	geome
GCF_003966955.1_genomic.fna	GCF_003966955.1	geome
GCF_003977605.1_genomic.fna	GCF_003977605.1	geome
GCF_003991565.1_genomic.fna	GCF_003991565.1	geome
GCF_003992115.1_genomic.fna	GCF_003992115.1	geome
GCF_003992135.1_genomic.fna	GCF_003992135.1	geome
GCF_003999875.1_genomic.fna	GCF_003999875.1	geome
GCF_004101845.1_genomic.fna	GCF_004101845.1	geome
GCF_004123145.1_genomic.fna	GCF_004123145.1	geome
GCF_004135645.1_genomic.fna	GCF_004135645.1	geome
GCF_004151455.1_genomic.fna	GCF_004151455.1	geome
GCF_004167605.1_genomic.fna	GCF_004167605.1	geome
GCF_004211955.1_genomic.fna	GCF_004211955.1	geome
GCF_004216775.1_genomic.fna	GCF_004216775.1	geome
GCF_004309735.1_genomic.fna	GCF_004309735.1	geome
GCF_004340125.1_genomic.fna	GCF_004340125.1	geome
GCF_004341385.1_genomic.fna	GCF_004341385.1	geome
GCF_004342485.1_genomic.fna	GCF_004342485.1	geome
GCF_004343035.1_genomic.fna	GCF_004343035.1	geome
GCF_004346925.1_genomic.fna	GCF_004346925.1	geome
GCF_004353185.1_genomic.fna	GCF_004353185.1	geome
GCF_004362855.1_genomic.fna	GCF_004362855.1	geome
GCF_004367745.1_genomic.fna	GCF_004367745.1	geome
GCF_004376175.1_genomic.fna	GCF_004376175.1	geome
GCF_004526235.1_genomic.fna	GCF_004526235.1	geome
GCF_004684345.1_genomic.fna	GCF_004684345.1	geome
GCF_004785935.1_genomic.fna	GCF_004785935.1	geome
GCF_004792655.1_genomic.fna	GCF_004792655.1	geome
GCF_004795855.1_genomic.fna	GCF_004795855.1	geome
GCF_004803815.1_genomic.fna	GCF_004803815.1	geome
GCF_005121165.3_genomic.fna	GCF_005121165.3	geome
GCF_005145025.1_genomic.fna	GCF_005145025.1	geome
GCF_005221305.1_genomic.fna	GCF_005221305.1	geome
GCF_005280655.1_genomic.fna	GCF_005280655.1	geome
GCF_005405445.1_genomic.fna	GCF_005405445.1	geome
GCF_005843885.1_genomic.fna	GCF_005843885.1	geome
GCF_005844425.1_genomic.fna	GCF_005844425.1	geome
GCF_005886145.1_genomic.fna	GCF_005886145.1	geome
GCF_006227205.1_genomic.fna	GCF_006227205.1	geome
GCF_006337085.1_genomic.fna	GCF_006337085.1	geome
GCF_006542665.1_genomic.fna	GCF_006542665.1	geome
GCF_006542685.1_genomic.fna	GCF_006542685.1	geome
GCF_006716905.1_genomic.fna	GCF_006716905.1	geome
GCF_006740045.1_genomic.fna	GCF_006740045.1	geome
GCF_006742065.1_genomic.fna	GCF_006742065.1	geome
GCF_006742205.1_genomic.fna	GCF_006742205.1	geome
GCF_006770265.1_genomic.fna	GCF_006770265.1	geome
GCF_006874705.1_genomic.fna	GCF_006874705.1	geome
GCF_007035645.1_genomic.fna	GCF_007035645.1	geome
GCF_007164725.1_genomic.fna	GCF_007164725.1	geome
GCF_007641235.1_genomic.fna	GCF_007641235.1	geome
GCF_007858275.1_genomic.fna	GCF_007858275.1	geome
GCF_007954625.1_genomic.fna	GCF_007954625.1	geome
GCF_007989105.1_genomic.fna	GCF_007989105.1	geome
GCF_007990545.2_genomic.fna	GCF_007990545.2	geome
GCF_007990635.1_genomic.fna	GCF_007990635.1	geome
GCF_008016455.1_genomic.fna	GCF_008016455.1	geome
GCF_008016795.1_genomic.fna	GCF_008016795.1	geome
GCF_008274825.1_genomic.fna	GCF_008274825.1	geome
GCF_008281175.1_genomic.fna	GCF_008281175.1	geome
GCF_008327825.1_genomic.fna	GCF_008327825.1	geome
GCF_008727735.1_genomic.fna	GCF_008727735.1	geome
GCF_008801835.1_genomic.fna	GCF_008801835.1	geome
GCF_008801915.1_genomic.fna	GCF_008801915.1	geome
GCF_008801925.2_genomic.fna	GCF_008801925.2	geome
GCF_008801935.1_genomic.fna	GCF_008801935.1	geome
GCF_009193325.2_genomic.fna	GCF_009193325.2	geome
GCF_009295725.1_genomic.fna	GCF_009295725.1	geome
GCF_009299485.1_genomic.fna	GCF_009299485.1	geome
GCF_009469595.2_genomic.fna	GCF_009469595.2	geome
GCF_009494135.1_genomic.fna	GCF_009494135.1	geome
GCF_009496165.1_genomic.fna	GCF_009496165.1	geome
GCF_009676955.1_genomic.fna	GCF_009676955.1	geome
GCF_009677585.1_genomic.fna	GCF_009677585.1	geome
GCF_009695745.1_genomic.fna	GCF_009695745.1	geome
GCF_009695765.1_genomic.fna	GCF_009695765.1	geome
GCF_009695875.1_genomic.fna	GCF_009695875.1	geome
GCF_009695995.1_genomic.fna	GCF_009695995.1	geome
GCF_009696065.1_genomic.fna	GCF_009696065.1	geome
GCF_009696265.1_genomic.fna	GCF_009696265.1	geome
GCF_009696375.1_genomic.fna	GCF_009696375.1	geome
GCF_009707125.1_genomic.fna	GCF_009707125.1	geome
GCF_009730335.1_genomic.fna	GCF_009730335.1	geome
GCF_009759685.1_genomic.fna	GCF_009759685.1	geome
GCF_009765365.1_genomic.fna	GCF_009765365.1	geome
GCF_009765965.1_genomic.fna	GCF_009765965.1	geome
GCF_010093135.1_genomic.fna	GCF_010093135.1	geome
GCF_010120595.1_genomic.fna	GCF_010120595.1	geome
GCF_010669225.1_genomic.fna	GCF_010669225.1	geome
GCF_011038845.1_genomic.fna	GCF_011038845.1	geome
GCF_011064845.1_genomic.fna	GCF_011064845.1	geome
GCF_011078175.1_genomic.fna	GCF_011078175.1	geome
GCF_011397115.1_genomic.fna	GCF_011397115.1	geome
GCF_012641185.1_genomic.fna	GCF_012641185.1	geome
GCF_012935695.1_genomic.fna	GCF_012935695.1	geome
GCF_013300725.1_genomic.fna	GCF_013300725.1	geome
GCF_013304445.1_genomic.fna	GCF_013304445.1	geome
GCF_013304735.1_genomic.fna	GCF_013304735.1	geome
GCF_013372125.1_genomic.fna	GCF_013372125.1	geome
GCF_013372185.1_genomic.fna	GCF_013372185.1	geome
GCF_013372225.1_genomic.fna	GCF_013372225.1	geome
GCF_013394085.1_genomic.fna	GCF_013394085.1	geome
GCF_013409505.1_genomic.fna	GCF_013409505.1	geome
GCF_013415245.1_genomic.fna	GCF_013415245.1	geome
GCF_013488205.1_genomic.fna	GCF_013488205.1	geome
GCF_014055025.1_genomic.fna	GCF_014055025.1	geome
GCF_014168815.1_genomic.fna	GCF_014168815.1	geome
GCF_014191055.1_genomic.fna	GCF_014191055.1	geome
GCF_014196715.1_genomic.fna	GCF_014196715.1	geome
GCF_014207505.1_genomic.fna	GCF_014207505.1	geome
GCF_014230355.1_genomic.fna	GCF_014230355.1	geome
GCF_014269395.1_genomic.fna	GCF_014269395.1	geome
GCF_014284335.1_genomic.fna	GCF_014284335.1	geome
GCF_014287275.1_genomic.fna	GCF_014287275.1	geome
GCF_014287335.1_genomic.fna	GCF_014287335.1	geome
GCF_014287435.1_genomic.fna	GCF_014287435.1	geome
GCF_014287545.1_genomic.fna	GCF_014287545.1	geome
GCF_014287585.1_genomic.fna	GCF_014287585.1	geome
GCF_014287675.1_genomic.fna	GCF_014287675.1	geome
GCF_014287705.1_genomic.fna	GCF_014287705.1	geome
GCF_014287795.1_genomic.fna	GCF_014287795.1	geome
GCF_014297275.1_genomic.fna	GCF_014297275.1	geome
GCF_014297285.1_genomic.fna	GCF_014297285.1	geome
GCF_014297335.1_genomic.fna	GCF_014297335.1	geome
GCF_014306455.1_genomic.fna	GCF_014306455.1	geome
GCF_014323405.1_genomic.fna	GCF_014323405.1	geome
GCF_014337215.1_genomic.fna	GCF_014337215.1	geome
GCF_014337255.1_genomic.fna	GCF_014337255.1	geome
GCF_014384705.1_genomic.fna	GCF_014384705.1	geome
GCF_014384745.1_genomic.fna	GCF_014384745.1	geome
GCF_014384765.1_genomic.fna	GCF_014384765.1	geome
GCF_014384785.1_genomic.fna	GCF_014384785.1	geome
GCF_014384805.1_genomic.fna	GCF_014384805.1	geome
GCF_014384905.1_genomic.fna	GCF_014384905.1	geome
GCF_014384985.1_genomic.fna	GCF_014384985.1	geome
GCF_014385025.1_genomic.fna	GCF_014385025.1	geome
GCF_014493765.1_genomic.fna	GCF_014493765.1	geome
GCF_014634745.1_genomic.fna	GCF_014634745.1	geome
GCF_014634805.1_genomic.fna	GCF_014634805.1	geome
GCF_014635025.1_genomic.fna	GCF_014635025.1	geome
GCF_014652815.1_genomic.fna	GCF_014652815.1	geome
GCF_014652935.1_genomic.fna	GCF_014652935.1	geome
GCF_014698015.1_genomic.fna	GCF_014698015.1	geome
GCF_014898155.1_genomic.fna	GCF_014898155.1	geome
GCF_014931275.1_genomic.fna	GCF_014931275.1	geome
GCF_014931375.1_genomic.fna	GCF_014931375.1	geome
GCF_014931395.1_genomic.fna	GCF_014931395.1	geome
GCF_014982715.1_genomic.fna	GCF_014982715.1	geome
GCF_015140235.1_genomic.fna	GCF_015140235.1	geome
GCF_015159595.1_genomic.fna	GCF_015159595.1	geome
GCF_015291885.1_genomic.fna	GCF_015291885.1	geome
GCF_015475875.1_genomic.fna	GCF_015475875.1	geome
GCF_015555905.1_genomic.fna	GCF_015555905.1	geome
GCF_015556945.1_genomic.fna	GCF_015556945.1	geome
GCF_015558785.1_genomic.fna	GCF_015558785.1	geome
GCF_015560805.1_genomic.fna	GCF_015560805.1	geome
GCF_015667935.1_genomic.fna	GCF_015667935.1	geome
GCF_016405145.1_genomic.fna	GCF_016405145.1	geome
GCF_016406325.1_genomic.fna	GCF_016406325.1	geome
GCF_016526145.1_genomic.fna	GCF_016526145.1	geome
GCF_016586355.1_genomic.fna	GCF_016586355.1	geome
GCF_016651435.1_genomic.fna	GCF_016651435.1	geome
GCF_016811995.1_genomic.fna	GCF_016811995.1	geome
GCF_016894245.1_genomic.fna	GCF_016894245.1	geome
GCF_016899855.1_genomic.fna	GCF_016899855.1	geome
GCF_016907775.1_genomic.fna	GCF_016907775.1	geome
GCF_017348915.1_genomic.fna	GCF_017348915.1	geome
GCF_017355365.1_genomic.fna	GCF_017355365.1	geome
GCF_017565765.1_genomic.fna	GCF_017565765.1	geome
GCF_017654315.1_genomic.fna	GCF_017654315.1	geome
GCF_017876595.1_genomic.fna	GCF_017876595.1	geome
GCF_018127805.1_genomic.fna	GCF_018127805.1	geome
GCF_018128065.1_genomic.fna	GCF_018128065.1	geome
GCF_018128225.1_genomic.fna	GCF_018128225.1	geome
GCF_018128245.1_genomic.fna	GCF_018128245.1	geome
GCF_018128285.1_genomic.fna	GCF_018128285.1	geome
GCF_018131225.1_genomic.fna	GCF_018131225.1	geome
GCF_018257575.1_genomic.fna	GCF_018257575.1	geome
GCF_018362775.1_genomic.fna	GCF_018362775.1	geome
GCF_018408575.1_genomic.fna	GCF_018408575.1	geome
GCF_018408705.1_genomic.fna	GCF_018408705.1	geome
GCF_018437235.1_genomic.fna	GCF_018437235.1	geome
GCF_018789675.1_genomic.fna	GCF_018789675.1	geome
GCF_018918025.1_genomic.fna	GCF_018918025.1	geome
GCF_018918095.1_genomic.fna	GCF_018918095.1	geome
GCF_018918155.1_genomic.fna	GCF_018918155.1	geome
GCF_019048065.1_genomic.fna	GCF_019048065.1	geome
GCF_019052365.1_genomic.fna	GCF_019052365.1	geome
GCF_019127135.1_genomic.fna	GCF_019127135.1	geome
GCF_019448115.1_genomic.fna	GCF_019448115.1	geome
GCF_019656055.1_genomic.fna	GCF_019656055.1	geome
GCF_019669925.1_genomic.fna	GCF_019669925.1	geome
GCF_019797845.1_genomic.fna	GCF_019797845.1	geome
GCF_019880405.1_genomic.fna	GCF_019880405.1	geome
GCF_019967995.1_genomic.fna	GCF_019967995.1	geome
GCF_020091405.1_genomic.fna	GCF_020091405.1	geome
GCF_020297485.1_genomic.fna	GCF_020297485.1	geome
GCF_020526085.1_genomic.fna	GCF_020526085.1	geome
GCF_020559915.1_genomic.fna	GCF_020559915.1	geome
GCF_020687165.1_genomic.fna	GCF_020687165.1	geome
GCF_020687245.1_genomic.fna	GCF_020687245.1	geome
GCF_020709435.1_genomic.fna	GCF_020709435.1	geome
GCF_020734085.1_genomic.fna	GCF_020734085.1	geome
GCF_020736365.1_genomic.fna	GCF_020736365.1	geome
GCF_020736705.1_genomic.fna	GCF_020736705.1	geome
GCF_020829445.1_genomic.fna	GCF_020829445.1	geome
GCF_020886115.1_genomic.fna	GCF_020886115.1	geome
GCF_020969955.1_genomic.fna	GCF_020969955.1	geome
GCF_021033825.1_genomic.fna	GCF_021033825.1	geome
GCF_021043365.1_genomic.fna	GCF_021043365.1	geome
GCF_021109255.1_genomic.fna	GCF_021109255.1	geome
GCF_021278985.1_genomic.fna	GCF_021278985.1	geome
GCF_021404405.1_genomic.fna	GCF_021404405.1	geome
GCF_021531255.1_genomic.fna	GCF_021531255.1	geome
GCF_021531475.1_genomic.fna	GCF_021531475.1	geome
GCF_021531715.1_genomic.fna	GCF_021531715.1	geome
GCF_021648825.1_genomic.fna	GCF_021648825.1	geome
GCF_022133705.1_genomic.fna	GCF_022133705.1	geome
GCF_022179085.1_genomic.fna	GCF_022179085.1	geome
GCF_022179325.1_genomic.fna	GCF_022179325.1	geome
GCF_022179345.1_genomic.fna	GCF_022179345.1	geome
GCF_022674245.1_genomic.fna	GCF_022674245.1	geome
GCF_022809355.1_genomic.fna	GCF_022809355.1	geome
GCF_022819365.1_genomic.fna	GCF_022819365.1	geome
GCF_022870865.1_genomic.fna	GCF_022870865.1	geome
GCF_023347235.1_genomic.fna	GCF_023347235.1	geome
GCF_023347255.1_genomic.fna	GCF_023347255.1	geome
GCF_023347275.1_genomic.fna	GCF_023347275.1	geome
GCF_023347295.1_genomic.fna	GCF_023347295.1	geome
GCF_023617305.1_genomic.fna	GCF_023617305.1	geome
GCF_024134545.1_genomic.fna	GCF_024134545.1	geome
GCF_024181585.1_genomic.fna	GCF_024181585.1	geome
GCF_024294905.1_genomic.fna	GCF_024294905.1	geome
GCF_024460475.1_genomic.fna	GCF_024460475.1	geome
GCF_024499055.1_genomic.fna	GCF_024499055.1	geome
GCF_024506395.1_genomic.fna	GCF_024506395.1	geome
GCF_024622195.1_genomic.fna	GCF_024622195.1	geome
GCF_025144665.1_genomic.fna	GCF_025144665.1	geome
GCF_025145285.1_genomic.fna	GCF_025145285.1	geome
GCF_025145645.1_genomic.fna	GCF_025145645.1	geome
GCF_025145845.1_genomic.fna	GCF_025145845.1	geome
GCF_025147325.1_genomic.fna	GCF_025147325.1	geome
GCF_025147765.1_genomic.fna	GCF_025147765.1	geome
GCF_025148125.1_genomic.fna	GCF_025148125.1	geome
GCF_025148445.1_genomic.fna	GCF_025148445.1	geome
GCF_025148635.1_genomic.fna	GCF_025148635.1	geome
GCF_025148785.1_genomic.fna	GCF_025148785.1	geome
GCF_025149785.1_genomic.fna	GCF_025149785.1	geome
GCF_025150085.1_genomic.fna	GCF_025150085.1	geome
GCF_025150245.1_genomic.fna	GCF_025150245.1	geome
GCF_025151045.1_genomic.fna	GCF_025151045.1	geome
GCF_025151215.1_genomic.fna	GCF_025151215.1	geome
GCF_025151535.1_genomic.fna	GCF_025151535.1	geome
GCF_025151995.1_genomic.fna	GCF_025151995.1	geome
GCF_025152405.1_genomic.fna	GCF_025152405.1	geome
GCF_025289055.1_genomic.fna	GCF_025289055.1	geome
GCF_025566965.1_genomic.fna	GCF_025566965.1	geome
GCF_025567015.1_genomic.fna	GCF_025567015.1	geome
GCF_025567095.1_genomic.fna	GCF_025567095.1	geome
GCF_025567125.1_genomic.fna	GCF_025567125.1	geome
GCF_025567215.1_genomic.fna	GCF_025567215.1	geome
GCF_025567305.1_genomic.fna	GCF_025567305.1	geome
GCF_025567365.1_genomic.fna	GCF_025567365.1	geome
GCF_025567385.1_genomic.fna	GCF_025567385.1	geome
GCF_025567405.1_genomic.fna	GCF_025567405.1	geome
GCF_025567415.1_genomic.fna	GCF_025567415.1	geome
GCF_025567565.1_genomic.fna	GCF_025567565.1	geome
