"KO","r2","F","p_value","description"
"K06213",0.00374302695081576,4.17036972166857,0.001,"mgtE; magnesium transporter"
"K06214",0.00768849011587681,8.60034771703882,0.001,"csgG; curli production assembly/transport component CsgG"
"K06215",0.0057023862749181,6.36594987032646,0.001,"pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"
"K06218",0.00583977098558397,6.52022239958687,0.001,"relE, stbE; mRNA interferase RelE/StbE"
"K06219",0.0107026655232105,12.0084814916101,0.001,"smtA, cmoM; tRNA 5-carboxymethoxyuridine methyltransferase [EC:2.1.1.-]"
"K06221",0.00855515114585293,9.57816038166109,0.001,"dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]"
"K06222",0.0116151884789923,13.0443720516515,0.001,"dkgB; 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]"
"K06223",0.00368987729103426,4.11093263000445,0.001,"dam; DNA adenine methylase [EC:2.1.1.72]"
"K06281",0.00428147759239682,4.77287508528944,0.001,"hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]"
"K06282",0.00309451273810051,3.44557150420135,0.001,"hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]"
"K06283",0.0340205907716882,39.0928164677354,0.001,"spoIIID; putative DeoR family transcriptional regulator, stage III sporulation protein D"
"K06284",0.0161358181934517,18.2045027412666,0.001,"abrB, abh; AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes"
"K06286",0.00950210867123134,10.6485240578527,0.001,"ezrA; septation ring formation regulator"
"K06287",0.00875418202159408,9.80295893079986,0.001,"yhdE; nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]"
"K06295",0.0179459248967814,20.28399162575,0.001,"gerKA; spore germination protein KA"
"K06298",0.0161540277877252,18.2253842073017,0.001,"gerM; germination protein M"
"K06306",0.0154935334386927,17.4684704479571,0.001,"sleL; cortical fragment-lytic enzyme [EC:3.2.1.-]"
"K06313",0.0131907492517994,14.8374487353011,0.001,"ypeB; spore germination protein"
"K06317",0.0134790602906063,15.1661828151163,0.001,"bofA; inhibitor of the pro-sigma K processing machinery"
"K06320",0.00286177890098819,3.18569132431388,0.001,"cgeB; spore maturation protein CgeB"
"K06330",0.00767062418651181,8.58020840111502,0.001,"cotH; spore coat protein H"
"K06333",0.0390121221992747,45.0613963417491,0.001,"cotJB; spore coat protein JB"
"K06334",0.0319569096325225,36.6431722358913,0.001,"cotJC; spore coat protein JC"
"K06346",0.0198508997364365,22.4807620611185,0.001,"jag; spoIIIJ-associated protein"
"K06350",0.001864933284248,2.07394371217377,0.02,"kipA; antagonist of KipI"
"K06351",0.00100315566573165,1.11462092726046,0.36,"kipI; inhibitor of KinA"
"K06373",0.023976181732082,27.2673281373812,0.001,"spmA; spore maturation protein A"
"K06374",0.0241722281973678,27.4958082505824,0.001,"spmB; spore maturation protein B"
"K06379",0.0415098622148578,48.0713835668287,0.001,"spoIIAB; stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]"
"K06381",0.0305979746864376,35.0357756793007,0.001,"spoIID; stage II sporulation protein D (peptidoglycan lytic transglycosylase) [EC:4.2.2.29]"
"K06382",0.0375651035869646,43.3247642380125,0.001,"spoIIE; stage II sporulation protein E [EC:3.1.3.16]"
"K06383",0.0329065557712676,37.7691288510772,0.001,"spoIIGA; stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]"
"K06384",0.0111043200559604,12.464201747563,0.001,"spoIIM; stage II sporulation protein M"
"K06385",0.0416120062792772,48.1948096935961,0.001,"spoIIP; stage II sporulation protein P"
"K06387",0.0301856074461667,34.5489039165658,0.001,"spoIIR; stage II sporulation protein R"
"K06390",0.0365988027315619,42.167968181084,0.001,"spoIIIAA; stage III sporulation protein AA"
"K06391",0.0283554861375454,32.39311205243,0.001,"spoIIIAB; stage III sporulation protein AB"
"K06392",0.0361369155417468,41.61584450958,0.001,"spoIIIAC; stage III sporulation protein AC"
"K06393",0.0367288732631284,42.3235454592932,0.001,"spoIIIAD; stage III sporulation protein AD"
"K06394",0.0357315014836341,41.131662714128,0.001,"spoIIIAE; stage III sporulation protein AE"
"K06395",0.0288439523912946,32.9677060995218,0.001,"spoIIIAF; stage III sporulation protein AF"
"K06396",0.035329201723996,40.6516025816462,0.001,"spoIIIAG; stage III sporulation protein AG"
"K06397",0.037413421949593,43.1430266232878,0.001,"spoIIIAH; stage III sporulation protein AH"
"K06398",0.040409403668761,46.7433072435419,0.001,"spoIVA; stage IV sporulation protein A"
"K06399",0.0414628715518473,48.014611074129,0.001,"spoIVB; stage IV sporulation protein B [EC:3.4.21.116]"
"K06400",0.0117883864457555,13.2412013533479,0.001,"spoIVCA; site-specific DNA recombinase"
"K06402",0.00874729943255626,9.79518377561971,0.001,"spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]"
"K06403",0.0173360339480278,19.5824802242653,0.001,"spoVAA; stage V sporulation protein AA"
"K06404",0.0164985960812512,18.6206563378752,0.001,"spoVAB; stage V sporulation protein AB"
"K06405",0.0406972524514724,47.0904001229801,0.001,"spoVAC; stage V sporulation protein AC"
"K06406",0.0414628715518473,48.014611074129,0.001,"spoVAD; stage V sporulation protein AD"
"K06407",0.0410243131969926,47.4850283227421,0.001,"spoVAE; stage V sporulation protein AE"
"K06408",0.0173873749635889,19.6415003408577,0.001,"spoVAF; stage V sporulation protein AF"
"K06409",0.0238315416462679,27.0988178331118,0.001,"spoVB; stage V sporulation protein B"
"K06410",0.0230645012597012,26.2060253018548,0.001,"spoVFA; dipicolinate synthase subunit A"
"K06411",0.0224497540650077,25.491505030848,0.001,"spoVFB; dipicolinate synthase subunit B"
"K06412",0.0200270555672184,22.6843320582482,0.001,"spoVG; stage V sporulation protein G"
"K06413",0.00433370920434293,4.83135490403773,0.001,"spoVK; stage V sporulation protein K"
"K06415",0.0135649884597618,15.2641958306256,0.001,"spoVR; stage V sporulation protein R"
"K06416",0.00857657201337432,9.60235018268493,0.001,"spoVS; stage V sporulation protein S"
"K06418",0.00770372957449283,8.61752692471597,0.001,"sspA; small acid-soluble spore protein A"
"K06421",0.0311294468919441,35.6638830019269,0.001,"sspD; small acid-soluble spore protein D"
"K06438",0.0378606465653741,43.679034162301,0.001,"yqfD; similar to stage IV sporulation protein"
"K06442",0.0154300572733245,17.3957814779086,0.001,"tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]"
"K06443",0.00923997319533288,10.3520226587034,0.001,"lcyB, crtL1, crtY; lycopene beta-cyclase [EC:5.5.1.19]"
"K06445",0.0127140366789884,14.2943192124453,0.001,"fadE; acyl-CoA dehydrogenase [EC:1.3.99.-]"
"K06447",0.0114027011449068,12.8029869042782,0.001,"astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]"
"K06518",0.0182877970958674,20.6776025767657,0.001,"cidA; holin-like protein"
"K06603",0.00581023451677713,6.48705160476875,0.001,"flaG; flagellar protein FlaG"
"K06605",0.0022849151933863,2.54206426592257,0.008,"iolH; myo-inositol catabolism protein IolH"
"K06606",0.00238698358294872,2.65589134611434,0.005,"iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]"
"K06609",0.00533297941350839,5.95134555230744,0.001,"iolT; MFS transporter, SP family, major inositol transporter"
"K06714",0.00291705858813578,3.24740791196951,0.002,"rocR; arginine utilization regulatory protein"
"K06726",0.0081726722799604,9.14641689860422,0.001,"rbsD; D-ribose pyranase [EC:5.4.99.62]"
"K06858",0.00954913022587381,10.7017267329344,0.001,"btuF; vitamin B12 transport system substrate-binding protein"
"K06859",0.00633743086961167,7.0794135592984,0.001,"pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]"
"K06860",0.00711949299013956,7.9593034239884,0.001,"K06860; putative heme uptake system protein"
"K06861",0.0264883265616301,30.2020440900967,0.001,"lptB; lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]"
"K06864",0.0138649984110241,15.6065327885516,0.001,"larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]"
"K06866",0.00904492205497064,10.1315021280655,0.001,"grcA; autonomous glycyl radical cofactor"
"K06867",0.00453024883859909,5.0514605842902,0.001,"K06867; uncharacterized protein"
"K06871",0.0255592686410709,29.1149448894891,0.001,"K06871; uncharacterized protein"
"K06872",0.00861732952998323,9.64837903989837,0.001,"K06872; uncharacterized protein"
"K06876",0.0157224551642524,17.7306952941129,0.001,"phrB; (6-4)DNA photolyase [EC:4.1.99.13]"
"K06877",0.00456677823340142,5.09237960742298,0.001,"K06877; DEAD/DEAH box helicase domain-containing protein"
"K06878",0.0080619707541042,9.02151875743571,0.001,"K06878; tRNA-binding protein"
"K06879",0.010144430373896,11.3757178931446,0.001,"queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]"
"K06880",0.00282902513899289,3.14912686334438,0.002,"ereA_B; erythromycin esterase [EC:3.1.1.-]"
"K06881",0.0230773532565655,26.2209727660403,0.001,"nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]"
"K06884",0.00902246697895297,10.106120484999,0.001,"K06884; uncharacterized protein"
"K06885",0.00454943667917634,5.07295379595683,0.001,"K06885; uncharacterized protein"
"K06886",0.0313911308435005,35.9734009731184,0.001,"glbN; hemoglobin"
"K06888",0.00651381627544811,7.27774193964236,0.001,"K06888; uncharacterized protein"
"K06889",0.00696681841047121,7.78742199051668,0.001,"K06889; uncharacterized protein"
"K06890",0.0061946858025771,6.91896203675826,0.001,"K06890; uncharacterized protein"
"K06891",0.0286995979178005,32.7978384652852,0.001,"clpS; ATP-dependent Clp protease adaptor protein ClpS"
"K06893",0.0112862707272298,12.6707662049354,0.001,"K06893; uncharacterized protein"
"K06894",0.0161302882296785,18.1981615256013,0.001,"yfhM; alpha-2-macroglobulin"
"K06895",0.0137530579653638,15.47877482901,0.001,"lysE, argO; L-lysine exporter family protein LysE/ArgO"
"K06896",0.00878550436248555,9.83834466230932,0.001,"mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90]"
"K06897",0.0129490665235034,14.5620285170735,0.001,"K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]"
"K06898",0.0114537591137831,12.8609791737224,0.001,"larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]"
"K06899",0.0098497871446916,11.042025329752,0.001,"ndpA; nucleoid-associated protein"
"K06901",0.00727958299382013,8.13958994367096,0.001,"pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease"
"K06902",0.005499555640741,6.13826448831357,0.001,"UMF1; MFS transporter, UMF1 family"
"K06903",0.00468783257100319,5.22800215258571,0.001,"W; Bacteriophage baseplate protein W"
"K06904",0.00179835296046239,1.99976807495108,0.029,"GP4; Escherichia/Staphylococcus phage prohead protease"
"K06905",0.00355537027586572,3.96054220022595,0.001,"D; Bacteriophage probable baseplate hub protein"
"K06906",0.00573917752423086,6.40725945133125,0.001,"gpU; phage tail protein"
"K06907",0.00473362226086906,5.27931097351091,0.001,"FI; Bacteriophage tail sheath protein"
"K06908",0.00298334246029404,3.32141906144082,0.001,"FII; Bacteriophage tail tube protein"
"K06909",0.0127704886985037,14.3586089081266,0.001,"xtmB; phage terminase large subunit"
"K06911",0.0166754403557435,18.823631133114,0.001,"PIR; quercetin 2,3-dioxygenase [EC:1.13.11.24]"
"K06915",0.0228152846270582,25.9162526159339,0.001,"herA; DNA double-strand break repair helicase HerA and related ATPase"
"K06916",0.022979430319991,26.1070937979781,0.001,"zapE; cell division protein ZapE"
"K06917",0.00907674029119557,10.1674692005795,0.001,"selU, mnmH; tRNA 2-selenouridine synthase [EC:2.9.1.3]"
"K06918",0.0103796905188754,11.6422999463224,0.001,"K06918; uncharacterized protein"
"K06919",0.00402578071707761,4.48667898168433,0.001,"K06919; putative DNA primase/helicase"
"K06920",0.0176265867925512,19.9165725341145,0.001,"queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]"
"K06921",0.0220982712414802,25.0833804222675,0.001,"K06921; uncharacterized protein"
"K06923",0.0123141864565022,13.8391650252406,0.001,"K06923; uncharacterized protein"
"K06926",0.0152170872593837,17.1519698802541,0.001,"K06926; uncharacterized protein"
"K06929",0.0137774433253451,15.5066034412129,0.001,"K06929; uncharacterized protein"
"K06933",0.0229170740213309,26.0345887614381,0.001,"K06933; uncharacterized protein"
"K06934",0.00714525847096387,7.98831548163377,0.001,"K06934; uncharacterized protein"
"K06937",0.00207793490441274,2.31131049665407,0.009,"E1.21.98.5; tetraether lipid synthase [EC:1.21.98.5]"
"K06938",0.0198789351800614,22.513155610957,0.001,"K06938; uncharacterized protein"
"K06940",0.0106769514111279,11.979318669727,0.001,"K06940; uncharacterized protein"
"K06948",0.0095959339856218,10.7546880001254,0.001,"yqeH; 30S ribosome assembly GTPase"
"K06950",0.00793431365483839,8.87752522649637,0.001,"K06950; uncharacterized protein"
"K06952",0.0051885062223026,5.78927962008736,0.001,"yfdR; 5'-nucleotidase [EC:3.1.3.89]"
"K06953",0.0215383296241455,24.4338093219512,0.001,"K06953; uncharacterized protein"
"K06954",0.0126394736504691,14.209415282067,0.001,"K06954; uncharacterized protein"
"K06956",0.0109475291144406,12.286261522757,0.001,"K06956; uncharacterized protein"
"K06957",0.00898194292529762,10.0603178477996,0.001,"tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]"
"K06958",0.0111286236839989,12.4917887048754,0.001,"rapZ; RNase adapter protein RapZ"
"K06959",0.00846041212595872,9.47118761031975,0.001,"tex; protein Tex"
"K06960",0.0204812103433569,23.2095021771816,0.001,"K06960; uncharacterized protein"
"K06962",0.017205487401285,19.4324355402911,0.001,"K06962; uncharacterized protein"
"K06966",0.0103373556470282,11.5943193710248,0.001,"ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]"
"K06967",0.0214549767909765,24.3371778233415,0.001,"trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]"
"K06968",0.00953649943942949,10.6874350965742,0.001,"rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]"
"K06969",0.0149394933767321,16.8343340705209,0.001,"rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]"
"K06970",0.00992727853497765,11.1297674755849,0.001,"rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]"
"K06971",0.00824639353753714,9.22960780482191,0.001,"K06971; uncharacterized protein"
"K06972",0.00756930157308218,8.466006502458,0.001,"PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]"
"K06973",0.0282480088870361,32.2667616340033,0.001,"K06973; uncharacterized protein"
"K06975",0.0089844279936183,10.0631265084219,0.001,"K06975; uncharacterized protein"
"K06976",0.00397873955090045,4.43404280297006,0.001,"K06976; uncharacterized protein"
"K06978",0.00541011240504339,6.03789043554379,0.001,"K06978; uncharacterized protein"
"K06979",0.00659901597030862,7.3735660068801,0.001,"mph; macrolide phosphotransferase"
"K06980",0.0228762899398457,25.9871719126184,0.001,"ygfZ; tRNA-modifying protein YgfZ"
"K06985",0.0181916706087934,20.5669006579743,0.001,"K06985; aspartyl protease family protein"
"K06987",0.00502748112552126,5.60870169121988,0.001,"K06987; uncharacterized protein"
"K06988",0.00599182653865291,6.69101888241501,0.001,"fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]"
"K06989",0.00479010506326034,5.34260827516888,0.001,"nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]"
"K06990",0.00617031792876848,6.89157611660277,0.001,"MEMO1; MEMO1 family protein"
"K06993",0.00587642522883474,6.5613895189117,0.001,"K06993; ribonuclease H-related protein"
"K06994",0.0117557686653383,13.2041278914449,0.001,"K06994; putative drug exporter of the RND superfamily"
"K06995",0.00846290464852052,9.47400173316547,0.001,"K06995; uncharacterized protein"
"K06996",0.0125702599479951,14.1306140339056,0.001,"K06996; uncharacterized protein"
"K06998",0.017132777233351,19.3488828282299,0.001,"phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"
"K06999",0.018688435454458,21.1392223468346,0.001,"K06999; phospholipase/carboxylesterase"
"K07000",0.0105570995331665,11.843412567098,0.001,"K07000; uncharacterized protein"
"K07001",0.00691055054981922,7.72408881651717,0.001,"K07001; NTE family protein"
"K07002",0.018930886929657,21.4187606275325,0.001,"RBBP9; serine hydrolase [EC:3.-.-.-]"
"K07003",0.00628208290087807,7.01719461829841,0.001,"K07003; uncharacterized protein"
"K07004",0.00684719444687078,7.65278594948296,0.001,"K07004; uncharacterized protein"
"K07005",0.0187684665993782,21.2314802532992,0.001,"K07005; uncharacterized protein"
"K07006",0.0140772633603863,15.8488710619324,0.001,"K07006; uncharacterized protein"
"K07009",0.0151843552108647,17.1145070381865,0.001,"gatD; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]"
"K07010",0.00332119021671118,3.69880557744674,0.001,"K07010; putative glutamine amidotransferase"
"K07012",0.00308050201188164,3.42992311825501,0.001,"cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]"
"K07014",0.00593631370517764,6.62865800611583,0.001,"K07014; uncharacterized protein"
"K07015",0.0241421551269806,27.4607539732751,0.001,"yqeG; putative phosphatase [EC:3.1.3.-]"
"K07016",0.00139871031683246,1.55474308687968,0.11,"csm1, cas10; CRISPR-associated protein Csm1"
"K07018",0.0239374284126496,27.2221743887073,0.001,"K07018; uncharacterized protein"
"K07019",0.00996375539722973,11.171074343205,0.001,"K07019; uncharacterized protein"
"K07023",0.00908392846932649,10.1755949778642,0.001,"YGK1, HDDC2; 5'-deoxynucleotidase [EC:3.1.3.89]"
"K07025",0.0101887228208693,11.4258976351491,0.001,"K07025; putative hydrolase of the HAD superfamily"
"K07027",0.00634624138188503,7.08931846007306,0.001,"K07027; glycosyltransferase 2 family protein"
"K07030",0.0210857942795836,23.9093799166119,0.001,"fakA; fatty acid kinase [EC:2.7.2.18]"
"K07031",0.0028222180899749,3.14152815746831,0.002,"hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]"
"K07032",0.0148346724882854,16.7144397007831,0.001,"K07032; uncharacterized protein"
"K07034",0.0079623057607338,8.90909634355373,0.001,"GPR1, satP, ATO, ADY2, ACPA; acetate uptake transporter family protein"
"K07035",0.0133384441709119,15.0058274210056,0.001,"K07035; uncharacterized protein"
"K07037",0.00750690973659766,8.39569553618953,0.001,"pgpH; cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]"
"K07038",0.00923170958795405,10.3426782445443,0.001,"K07038; inner membrane protein"
"K07039",0.00964513308912881,10.810365139445,0.001,"K07039; uncharacterized protein"
"K07043",0.0109234448687557,12.2589335895338,0.001,"upp; UTP pyrophosphatase [EC:3.6.1.-]"
"K07045",0.0109842193734899,12.3278958166372,0.001,"K07045; uncharacterized protein"
"K07046",0.0089448120963119,10.018353718432,0.001,"E3.1.1.120; L-fucono-1,5-lactonase [EC:3.1.1.120]"
"K07048",0.00323556906563561,3.60313987076052,0.002,"PTER, php; phosphotriesterase-related protein"
"K07053",0.0047940384540988,5.34701648670162,0.001,"E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"
"K07054",0.031236748241506,35.7907780720768,0.001,"K07054; uncharacterized protein"
